Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,21,21,23,23,23,24,24
Reserves,51,165,199,281,352,623,868,1141
Borrowings,100,165,218,350,516,727,892,1088
  └─ Long term Borrowings,65,138,187,254,382,495,619,726
  └─ Short term Borrowings,20,8,0,71,112,191,237,325
  └─ Lease Liabilities,0,0,0,24,21,41,37,38
  └─ Preference Capital,1,1,2,2,2,1,1,0
  └─ Other Borrowings,13,17,30,-1,-1,-1,-1,
Other Liabilities,102,188,256,331,445,552,699,920
  └─ Trade Payables,77,140,214,271,335,426,524,633
  └─ Advance from Customers,0,0,0,5,22,17,26,
  └─ Other liability items,26,48,42,55,87,109,149,288
Total Liabilities,266,539,694,984,1335,1924,2483,3174
Fixed Assets,133,250,271,427,554,908,1012,1302
  └─ Land,11.38,13.33,20.91,28.22,53.27,98.44,116.88,
  └─ Building,62.09,103.53,108.34,188.95,233.65,391.22,461.62,
  └─ Plant Machinery,69.87,142.28,165.56,285.38,366.53,742.06,815.48,
  └─ Equipments,0.87,1.35,1.62,6.53,9.84,24.62,29.75,
  └─ Computers,0.77,0.88,1.01,1.44,2.25,8.52,10.95,
  └─ Furniture n fittings,8.46,20.04,21.93,32.20,44.38,69.68,75.04,
  └─ Vehicles,0.12,0.23,0.56,1.15,2.25,2.32,3.17,
  └─ Intangible Assets,2.01,2.01,2.01,2.01,5.03,8.53,8.53,33.64
  └─ Other fixed assets,0.11,0.16,0.16,0.18,0.16,7.23,16.12,
  └─ Gross Block,155.68,283.81,322.10,546.06,717.36,1352.62,1537.54,
  └─ Accumulated Depreciation,22.52,34.05,51.25,119.05,163.69,444.24,525.48,
CWIP,0,26,53,87,125,9,120,150
Investments,0,2,0,0,0,0,0,5
Other Assets,133,261,370,470,656,1007,1351,1716
  └─ Inventories,49,110,169,238,334,493,753,969
  └─ Trade receivables,43,37,50,72,104,176,209,255
  └─ Cash Equivalents,5,39,59,43,50,49,84,52
  └─ Loans n Advances,18,7,6,8,10,20,20,36
  └─ Other asset items,19,68,86,109,157,269,285,404
Total Assets,266,539,694,984,1335,1924,2483,3174
