Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1.00,3.00,3.00,9.00,12.84,12.84
Reserves,4.67,2.46,2.95,3.00,30.01,26.39
Borrowings,3.61,9.83,10.50,18.25,13.33,14.30
  └─ Long term Borrowings,2.05,5.67,3.59,3.97,1.27,0.34
  └─ Short term Borrowings,1.42,3.04,5.73,13.59,11.88,13.96
  └─ Other Borrowings,0.14,1.12,1.18,0.69,0.18,
Other Liabilities,21.85,20.38,23.59,30.76,23.74,21.00
  └─ Non controlling int,0.04,0.04,0.16,0.18,0.29,0.25
  └─ Trade Payables,16.31,14.39,19.15,22.10,15.72,13.78
  └─ Advance from Customers,3.13,3.22,0.69,2.04,1.24,
  └─ Other liability items,2.37,2.73,3.59,6.44,6.49,6.97
Total Liabilities,31.13,35.67,40.04,61.01,79.92,74.53
Fixed Assets,6.18,9.93,9.32,8.33,8.02,9.75
  └─ Building,1.00,1.00,1.50,1.50,1.50,
  └─ Plant Machinery,6.13,11.43,12.21,13.15,14.34,
  └─ Equipments,0.64,0.73,0.67,0.70,0.71,
  └─ Computers,0.68,0.94,1.18,1.23,1.54,
  └─ Furniture n fittings,0.00,0.00,0.16,0.20,0.25,
  └─ Vehicles,1.25,1.42,1.42,1.31,1.31,
  └─ Other fixed assets,-0.01,0.03,0.04,0.06,0.04,
  └─ Gross Block,9.69,15.55,17.18,18.15,19.69,
  └─ Accumulated Depreciation,3.51,5.62,7.85,9.81,11.67,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.00,0.00,0.00,0.00,0.00,0.00
Other Assets,24.95,25.74,30.72,52.68,71.90,64.78
  └─ Inventories,3.82,5.44,6.34,12.00,13.44,16.10
  └─ Trade receivables,16.17,14.32,15.71,32.39,43.81,32.09
    └─ Receivables over 6m,1.65,1.14,5.48,27.52,15.54,
    └─ Receivables under 6m,14.52,13.17,10.23,4.86,28.27,
  └─ Cash Equivalents,0.91,1.21,1.41,1.79,5.40,4.35
  └─ Loans n Advances,2.48,2.57,5.46,4.90,7.26,7.75
  └─ Other asset items,1.57,2.20,1.80,1.60,1.99,4.49
Total Assets,31.13,35.67,40.04,61.01,79.92,74.53
