Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.37,0.37,10,14,14
Reserves,38,48,55,117,126
Borrowings,43,35,41,62,79
  └─ Long term Borrowings,9,4,8,13,16
  └─ Short term Borrowings,34,32,33,49,63
  └─ Other Borrowings,0,0,0,0,
Other Liabilities,34,22,20,21,35
  └─ Non controlling int,0.43,0.43,0.42,0.49,0.54
  └─ Trade Payables,23.60,9.95,10.86,11.59,15.20
  └─ Advance from Customers,4.09,3.50,2.27,2.23,
  └─ Other liability items,6.21,7.66,6.06,6.84,19.50
Total Liabilities,116,105,126,213,253
Fixed Assets,32,29,32,57,64
  └─ Land,6.59,6.59,8.06,8.07,
  └─ Building,8.74,10.10,10.91,13.29,
  └─ Equipments,0.69,0.71,0.79,1.13,
  └─ Computers,1.91,1.96,2.13,2.64,
  └─ Furniture n fittings,1.02,1.04,1.16,1.37,
  └─ Vehicles,41.29,43.14,49.86,76.96,
  └─ Intangible Assets,0.04,0.04,0.04,0.04,0.00
  └─ Other fixed assets,0.70,0.70,0.69,1.90,
  └─ Gross Block,60.98,64.28,73.64,105.40,
  └─ Accumulated Depreciation,28.56,35.35,41.76,48.78,
CWIP,0,0,0,6,27
Investments,0,0,0,5,0
Other Assets,83,76,94,146,162
  └─ Trade receivables,65,56,71,94,99
    └─ Receivables over 6m,5,6,16,18,
    └─ Receivables under 6m,61,50,55,76,
  └─ Cash Equivalents,1,2,6,4,4
  └─ Loans n Advances,13,13,12,23,24
  └─ Other asset items,4,5,6,25,36
Total Assets,116,105,126,213,253
