Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,33.13,33.13,33.13,33.13,33.13,32.25,32.25,32.25,36.33
Reserves,49.18,51.76,53.92,55.66,58.19,63.80,70.05,75.79,81.90
Borrowings,10.13,4.19,4.19,4.19,4.19,4.19,34.43,52.43,46.21
  └─ Long term Borrowings,0.11,0.11,0.11,0.11,-0.00,-0.00,24.02,42.43,39.72
  └─ Short term Borrowings,5.94,-0.00,-0.00,-0.00,0.11,0.11,6.33,5.92,6.49
  └─ Preference Capital,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,-0.00
Other Liabilities,27.83,32.83,34.58,36.17,25.08,26.05,17.68,33.10,28.69
  └─ Trade Payables,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.01,0.55
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,12.11,0.00,0.00,
  └─ Other liability items,27.83,32.83,34.58,36.17,25.08,13.91,17.67,33.09,28.14
Total Liabilities,120.27,121.91,125.82,129.15,120.59,126.29,154.41,193.57,193.13
Fixed Assets,2.43,2.65,2.63,2.62,2.61,2.60,2.59,2.58,7.89
  └─ Land,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,
  └─ Building,0.00,0.21,0.21,0.21,0.21,0.21,0.21,0.21,
  └─ Vehicles,0.00,0.04,0.04,0.04,0.04,0.04,0.04,0.04,
  └─ Other fixed assets,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,
  └─ Gross Block,2.43,2.67,2.67,2.67,2.67,2.67,2.67,2.67,
  └─ Accumulated Depreciation,0.00,0.02,0.04,0.05,0.06,0.07,0.08,0.09,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.83,0.55
Other Assets,117.29,118.71,122.64,125.98,117.43,123.14,151.27,190.16,184.69
  └─ Trade receivables,0,0,0,0,0,0,9,0,11
  └─ Cash Equivalents,1,0,0,0,3,1,6,0,1
  └─ Loans n Advances,0,0,0,0,5,80,94,111,67
  └─ Other asset items,116,118,123,126,109,43,43,79,106
Total Assets,120.27,121.91,125.82,129.15,120.59,126.29,154.41,193.57,193.13
