Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,7,7,10,11,11,14
Reserves,18,20,25,36,34,33,36
Borrowings,11,13,17,40,52,57,54
  └─ Long term Borrowings,5.42,2.22,8.11,28.86,25.44,21.87,19.97
  └─ Short term Borrowings,4.92,11.05,8.43,11.62,26.12,34.82,33.65
  └─ Other Borrowings,0.55,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,5,5,11,13,13,18,36
  └─ Non controlling int,0.01,0.01,-0.01,-0.01,-0.22,-4.59,0.00
  └─ Trade Payables,2.60,3.24,7.62,6.79,9.23,15.85,27.52
  └─ Other liability items,2.22,2.10,3.50,6.35,4.42,6.83,8.92
Total Liabilities,41,46,60,100,109,119,140
Fixed Assets,19,19,20,22,64,62,62
  └─ Land,12.24,12.24,12.24,14.41,11.90,11.92,
  └─ Building,2.73,2.73,3.08,3.08,22.85,23.49,
  └─ Plant Machinery,10.11,10.70,11.65,13.26,40.26,41.62,
  └─ Equipments,1.55,1.67,2.08,2.08,2.08,2.15,
  └─ Computers,0.14,0.15,0.16,0.17,0.20,0.22,
  └─ Furniture n fittings,0.59,0.60,1.14,1.19,1.23,1.24,
  └─ Vehicles,1.28,1.46,1.46,1.47,1.65,1.55,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.35
  └─ Other fixed assets,0.68,1.03,1.23,1.30,1.32,1.32,
  └─ Gross Block,29.32,30.58,33.04,36.96,81.49,83.51,
  └─ Accumulated Depreciation,10.36,11.67,13.30,14.63,17.58,21.55,
CWIP,1,3,10,38,0,2,0
Investments,0,0,0,0,0,0,0
Other Assets,21,24,30,40,45,56,78
  └─ Inventories,4.61,5.92,7.99,6.49,13.01,15.03,10.87
  └─ Trade receivables,9.16,9.38,10.56,10.58,9.61,12.68,30.19
  └─ Cash Equivalents,3.26,4.43,0.23,0.97,0.06,0.51,7.28
  └─ Loans n Advances,0.11,0.22,1.19,0.86,0.75,0.66,18.49
  └─ Other asset items,3.70,4.12,10.16,20.78,21.48,26.84,11.02
Total Assets,41,46,60,100,109,119,140
