Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,11,12,14,14,14
Reserves,-99,-213,-364,35,613,713,1836
Borrowings,981,1186,1170,1724,1933,2394,2979
  └─ Long term Borrowings,471,841,779,1299,1298,1545,1848
  └─ Short term Borrowings,499,336,378,411,620,821,1093
  └─ Lease Liabilities,11,10,12,15,15,28,38
  └─ Other Borrowings,0,0,-0,0,0,-0,
Other Liabilities,2043,2784,3632,4250,5914,9746,12427
  └─ Non controlling int,11,11,6,3,3,3,0
  └─ Trade Payables,284,331,792,1007,792,2308,3495
  └─ Advance from Customers,1602,2246,2606,3027,4945,6889,
  └─ Other liability items,145,196,228,213,174,545,8932
Total Liabilities,2931,3763,4449,6022,8474,12866,17255
Fixed Assets,69,104,169,136,104,146,116
  └─ Building,17.63,17.84,24.16,10.34,32.58,73.91,
  └─ Plant Machinery,52.54,95.33,113.13,121.64,115.89,111.23,
  └─ Equipments,3.92,5.03,6.66,7.06,8.05,11.02,
  └─ Computers,3.29,3.57,3.88,4.28,5.91,8.94,
  └─ Furniture n fittings,1.38,1.96,2.35,2.68,3.49,5.82,
  └─ Vehicles,4.08,9.60,13.34,17.12,25.22,40.03,
  └─ Intangible Assets,30.84,30.84,30.86,4.43,2.94,2.59,2.98
  └─ Other fixed assets,1.25,1.61,60.80,78.90,35.21,35.28,
  └─ Gross Block,114.93,165.78,255.18,246.45,229.29,288.82,
  └─ Accumulated Depreciation,45.49,61.94,86.54,110.79,125.75,143.15,
CWIP,2,0,0,0,15,0,0
Investments,109,57,5,0,0,0,1294
Other Assets,2751,3603,4276,5885,8356,12720,15846
  └─ Inventories,2077,2771,3411,4428,6150,9280,10874
  └─ Trade receivables,30,15,4,28,34,64,66
  └─ Cash Equivalents,143,292,291,672,736,1498,2737
  └─ Loans n Advances,171,110,60,146,169,176,235
  └─ Other asset items,329,415,510,611,1267,1702,1934
Total Assets,2931,3763,4449,6022,8474,12866,17255
