Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.03,13,31,31,33
Reserves,-0,67,128,134,146
Borrowings,0,57,21,27,34
  └─ Long term Borrowings,0.00,7.72,0.00,0.15,2.22
  └─ Short term Borrowings,0.05,47.97,19.72,22.69,24.67
  └─ Lease Liabilities,0.00,1.12,0.87,4.15,7.21
  └─ Other Borrowings,0.00,0.00,0.00,-0.01,
Other Liabilities,0,82,91,72,74
  └─ Trade Payables,0,64,70,52,53
  └─ Advance from Customers,0,0,0,0,
  └─ Other liability items,0,18,20,19,20
Total Liabilities,0,219,271,265,287
Fixed Assets,0,45,44,47,51
  └─ Land,0.00,3.30,3.42,3.42,
  └─ Building,0.00,13.47,13.74,13.74,
  └─ Plant Machinery,0.00,47.50,41.58,44.04,
  └─ Equipments,0.00,1.34,1.48,1.69,
  └─ Furniture n fittings,0.00,0.69,0.75,1.68,
  └─ Vehicles,0.00,0.40,0.55,0.63,
  └─ Other fixed assets,0.00,1.62,1.87,6.04,
  └─ Gross Block,0.00,68.32,63.39,71.24,
  └─ Accumulated Depreciation,0.00,23.59,18.91,23.90,
CWIP,0,1,0,0,3
Investments,0,0,0,0,0
Other Assets,0,174,226,217,232
  └─ Inventories,0,59,66,67,56
  └─ Trade receivables,0,104,144,138,147
    └─ Receivables over 6m,0,0,33,36,
    └─ Receivables under 6m,0,110,118,110,
    └─ Prov for Doubtful,0,-6,-7,-9,
  └─ Cash Equivalents,0,4,9,6,20
  └─ Loans n Advances,0,1,1,1,3
  └─ Other asset items,0,7,7,6,6
Total Assets,0,219,271,265,287
