Metric,Mar 2015,Mar 2016,Mar 2017
Equity Capital,10.10,10.10,10.10
Reserves,12.76,12.82,12.48
Borrowings,-0.00,-0.00,-0.00
Other Liabilities,1.08,0.16,0.21
  └─ Other liability items,1.08,0.16,0.21
Total Liabilities,23.94,23.08,22.79
Fixed Assets,-0.00,-0.00,-0.00
  └─ Computers,0.02,0.02,0.02
  └─ Other fixed assets,0.02,0.02,0.02
  └─ Gross Block,0.04,0.04,0.04
  └─ Accumulated Depreciation,0.04,0.04,0.04
CWIP,-0.00,-0.00,-0.00
Investments,4.81,4.54,3.64
Other Assets,19.13,18.54,19.15
  └─ Inventories,0.19,0.11,0.09
  └─ Trade receivables,0.00,0.00,0.06
  └─ Cash Equivalents,2.67,0.09,0.23
  └─ Loans n Advances,1.33,0.66,0.67
  └─ Other asset items,14.94,17.68,18.10
Total Assets,23.94,23.08,22.79
