Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.35,0.35,0.35,8.75,11.51,11.05
Reserves,20.31,24.29,29.62,21.55,54.50,52.35
Borrowings,0.95,0.00,0.00,0.00,0.00,13.48
  └─ Long term Borrowings,0.18,0.00,0.00,0.00,0.00,12.54
  └─ Short term Borrowings,0.77,0.00,0.00,0.00,0.00,0.94
Other Liabilities,4.09,5.98,4.42,3.24,4.29,7.89
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,1.04
  └─ Trade Payables,0.14,0.20,0.22,0.21,0.30,0.28
  └─ Other liability items,3.95,5.78,4.20,3.03,3.99,6.57
Total Liabilities,25.70,30.62,34.39,33.54,70.30,84.77
Fixed Assets,6.87,6.07,1.16,1.87,2.74,16.43
  └─ Land,0.00,0.00,0.00,1.24,1.24,
  └─ Building,9.19,9.19,1.24,0.00,0.00,
  └─ Plant Machinery,0.22,0.22,0.20,0.20,0.19,
  └─ Equipments,0.04,0.05,0.04,0.04,0.11,
  └─ Computers,1.93,1.93,2.08,2.12,3.82,
  └─ Furniture n fittings,1.72,1.72,1.83,1.83,1.93,
  └─ Vehicles,0.41,0.41,0.55,1.24,1.24,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,15.02
  └─ Other fixed assets,0.01,0.00,0.01,0.01,0.01,
  └─ Gross Block,13.52,13.52,5.95,6.68,8.54,
  └─ Accumulated Depreciation,6.65,7.46,4.79,4.81,5.80,
CWIP,0.00,0.00,0.00,1.15,3.19,19.96
Investments,3.39,4.70,12.63,9.47,8.31,5.84
Other Assets,15.44,19.85,20.60,21.05,56.06,42.54
  └─ Trade receivables,4.02,4.52,4.82,4.50,5.05,3.08
    └─ Receivables over 6m,4.02,4.52,2.02,1.99,2.47,
    └─ Receivables under 6m,0.00,0.00,2.79,2.51,2.58,
  └─ Cash Equivalents,7.95,12.11,12.19,13.07,45.36,31.71
  └─ Loans n Advances,0.40,0.29,0.23,0.30,0.35,0.84
  └─ Other asset items,3.07,2.93,3.36,3.18,5.30,6.91
Total Assets,25.70,30.62,34.39,33.54,70.30,84.77
