Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11.46,11.46,11.46,11.46,34.37,34.37,34.37
Reserves,22.12,18.14,24.12,23.78,22.04,19.89,22.58
Borrowings,4.44,7.64,10.34,28.14,12.58,9.69,2.79
  └─ Long term Borrowings,3.07,3.69,4.12,13.70,1.31,0.81,0.00
  └─ Short term Borrowings,0.74,2.49,5.32,12.13,11.27,8.88,2.79
  └─ Other Borrowings,0.63,1.46,0.90,2.31,0.00,0.00,
Other Liabilities,3.02,6.15,7.66,4.60,1.47,4.51,7.04
  └─ Non controlling int,0.00,0.19,0.21,0.34,0.00,0.64,0.00
  └─ Trade Payables,1.55,1.45,1.89,2.01,0.42,1.74,5.07
  └─ Advance from Customers,0.01,0.03,0.87,0.00,0.63,0.23,
  └─ Other liability items,1.46,4.48,4.69,2.25,0.42,1.90,1.97
Total Liabilities,41.04,43.39,53.58,67.98,70.46,68.46,66.78
Fixed Assets,10.76,8.95,15.98,25.60,20.14,11.80,36.78
  └─ Building,2.05,1.91,2.05,11.16,11.21,3.08,
  └─ Equipments,0.19,0.07,0.33,0.33,0.99,1.02,
  └─ Computers,17.18,10.39,19.88,30.60,29.09,30.62,
  └─ Furniture n fittings,0.22,0.16,0.22,0.22,0.27,0.27,
  └─ Vehicles,1.13,1.13,1.13,1.13,2.91,2.91,
  └─ Intangible Assets,0.00,0.40,0.40,0.40,0.00,0.57,32.65
  └─ Other fixed assets,0.00,0.01,0.01,0.02,0.00,0.02,
  └─ Gross Block,20.77,14.07,24.02,43.86,44.47,38.49,
  └─ Accumulated Depreciation,10.01,5.12,8.04,18.26,24.33,26.69,
CWIP,1.29,1.96,0.99,1.41,1.98,12.16,0.00
Investments,0.00,0.00,0.00,0.00,1.01,1.01,1.01
Other Assets,28.99,32.48,36.61,40.97,47.33,43.49,28.99
  └─ Inventories,0.58,7.85,6.04,7.24,5.78,5.25,2.05
  └─ Trade receivables,14.38,10.15,12.70,15.56,3.37,8.16,4.52
  └─ Cash Equivalents,0.44,0.16,2.21,0.03,0.01,0.29,0.15
  └─ Loans n Advances,1.88,9.23,3.71,3.21,19.00,21.19,12.15
  └─ Other asset items,11.71,5.09,11.95,14.93,19.17,8.60,10.12
Total Assets,41.04,43.39,53.58,67.98,70.46,68.46,66.78
