Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,16,16
Reserves,96,103,139,148
Borrowings,173,151,114,99
  └─ Long term Borrowings,51,46,26,40
  └─ Short term Borrowings,122,105,88,58
  └─ Lease Liabilities,0,0,0,1
  └─ Other Borrowings,0,-0,,
Other Liabilities,24,42,32,44
  └─ Non controlling int,0.74,0.64,1.17,0.20
  └─ Trade Payables,7.99,26.93,11.51,16.36
  └─ Advance from Customers,2.36,0.43,,
  └─ Other liability items,13.02,13.90,19.25,27.24
Total Liabilities,309,311,300,307
Fixed Assets,115,138,130,121
  └─ Land,3.18,3.51,,
  └─ Building,35.51,35.51,,
  └─ Plant Machinery,168.14,201.93,,
  └─ Equipments,0.56,0.60,,
  └─ Computers,0.30,0.40,,
  └─ Furniture n fittings,4.37,4.71,,
  └─ Vehicles,1.79,1.89,,
  └─ Other fixed assets,0.01,0.00,,
  └─ Gross Block,213.86,248.55,,
  └─ Accumulated Depreciation,98.43,110.25,,
CWIP,26,0,0,0
Investments,27,39,28,33
Other Assets,140,134,143,153
  └─ Inventories,35,41,45,51
  └─ Trade receivables,64,62,53,53
  └─ Cash Equivalents,3,2,2,3
  └─ Loans n Advances,10,4,0,4
  └─ Other asset items,29,24,42,41
Total Assets,309,311,300,307
