Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,36,36,36,36,36,36,36,36,72
Reserves,650,716,759,773,854,898,969,1036,1071,1103
Borrowings,84,112,89,65,64,99,160,174,213,209
  └─ Long term Borrowings,14,21,16,14,12,9,50,59,47,33
  └─ Short term Borrowings,61,86,69,35,40,78,99,104,155,163
  └─ Lease Liabilities,0,0,0,13,12,12,12,11,11,13
  └─ Other Borrowings,8,6,5,3,0,0,-0,-0,0,
Other Liabilities,158,134,135,150,230,253,261,244,298,289
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0
  └─ Trade Payables,117,125,124,124,155,187,186,179,236,232
  └─ Advance from Customers,0,0,0,6,13,1,7,2,2,
  └─ Other liability items,41,8,11,20,62,65,67,63,60,57
Total Liabilities,894,999,1019,1024,1184,1286,1426,1490,1618,1673
Fixed Assets,471,461,454,440,416,422,500,517,593,610
  └─ Land,7,8,17,41,18,42,49,46,46,
  └─ Building,67,71,74,84,87,108,141,157,200,
  └─ Plant Machinery,192,206,223,235,245,274,334,380,470,
  └─ Equipments,4,5,4,4,4,4,6,8,11,
  └─ Computers,5,6,5,5,6,6,8,9,10,
  └─ Furniture n fittings,5,5,4,4,5,5,6,9,10,
  └─ Vehicles,5,5,6,7,8,9,12,13,15,
  └─ Intangible Assets,386,394,393,376,384,383,404,398,404,158
  └─ Other fixed assets,2,3,3,3,26,4,9,19,22,
  └─ Gross Block,672,703,728,761,782,834,969,1040,1189,
  └─ Accumulated Depreciation,201,241,274,320,366,412,469,523,596,
CWIP,2,8,6,7,22,25,46,104,27,41
Investments,12,13,46,94,128,135,132,126,105,68
Other Assets,409,516,513,483,618,704,748,743,893,955
  └─ Inventories,94,108,157,142,168,259,302,301,405,411
  └─ Trade receivables,228,284,229,211,228,272,350,325,359,425
    └─ Receivables over 6m,0,0,0,0,47,19,39,61,32,
    └─ Receivables under 6m,241,297,243,232,202,283,317,309,335,
    └─ Prov for Doubtful,-13,-13,-15,-21,-21,-30,-6,-45,-7,
  └─ Cash Equivalents,56,81,88,111,191,128,58,72,64,54
  └─ Loans n Advances,9,9,9,4,11,13,6,13,19,4
  └─ Other asset items,23,33,31,15,21,32,31,33,46,60
Total Assets,894,999,1019,1024,1184,1286,1426,1490,1618,1673
