Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,10,10,20,25,25,56
Reserves,14,16,16,15,16,8,29,34,42
Borrowings,20,21,20,18,20,20,20,25,48
  └─ Long term Borrowings,0.11,1.12,0.79,3.97,4.38,2.99,1.94,2.54,10.27
  └─ Short term Borrowings,19.29,19.04,18.90,13.18,14.25,14.40,16.93,20.52,37.72
  └─ Other Borrowings,0.13,1.16,0.33,0.89,1.55,2.68,1.62,2.42,
Other Liabilities,5,5,4,5,17,12,8,11,57
  └─ Non controlling int,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.39
  └─ Trade Payables,3.88,4.14,3.02,2.52,15.58,9.77,6.80,7.54,9.85
  └─ Other liability items,0.72,0.68,0.77,2.68,1.46,1.75,1.50,3.21,16.99
Total Liabilities,46,50,48,48,64,60,83,95,203
Fixed Assets,1,1,2,1,1,1,2,2,55
  └─ Equipments,0,0,0,0,0,0,0,0,
  └─ Computers,0,0,0,0,0,0,0,0,
  └─ Furniture n fittings,0,0,0,0,0,0,0,0,
  └─ Vehicles,1,2,2,2,2,2,3,3,
  └─ Intangible Assets,0,0,0,0,0,0,0,0,51
  └─ Other fixed assets,0,0,0,0,0,0,0,0,
  └─ Gross Block,2,3,3,3,3,3,4,5,
  └─ Accumulated Depreciation,1,1,2,1,2,2,2,3,
CWIP,0,1,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,1
Other Assets,45,48,46,47,62,59,81,93,148
  └─ Inventories,0,0,0,0,0,0,0,0,30
  └─ Trade receivables,38,39,37,36,54,43,39,46,52
    └─ Receivables over 6m,3.13,4.80,7.18,10.81,9.31,43.45,8.49,3.98,
    └─ Receivables under 6m,34.90,34.33,30.07,25.42,44.62,0.00,30.68,42.27,
  └─ Cash Equivalents,1,2,1,2,1,1,1,1,3
  └─ Loans n Advances,0,1,1,1,1,2,5,2,10
  └─ Other asset items,6,6,7,8,6,12,35,44,53
Total Assets,46,50,48,48,64,60,83,95,203
