Metric,Mar 2015,Mar 2016,Mar 2017
Equity Capital,3.30,3.30,3.30
Reserves,-0.83,-0.80,-0.91
Borrowings,0.00,0.00,0.00
Other Liabilities,0.25,0.26,0.43
  └─ Other liability items,0.25,0.26,0.43
Total Liabilities,2.72,2.76,2.82
Fixed Assets,0.03,0.03,0.03
  └─ Building,0.09,0.09,0.09
  └─ Equipments,0.01,0.00,0.00
  └─ Computers,0.01,0.00,0.00
  └─ Furniture n fittings,0.03,0.03,0.03
  └─ Gross Block,0.14,0.12,0.12
  └─ Accumulated Depreciation,0.10,0.09,0.09
CWIP,0.00,0.00,0.00
Investments,1.37,1.44,1.56
Other Assets,1.32,1.29,1.23
  └─ Cash Equivalents,0.14,0.15,0.13
  └─ Other asset items,1.18,1.14,1.10
Total Assets,2.72,2.76,2.82
