Metric,Mar 2025,Mar 2026
Equity Capital,,2144
Reserves,,160
Borrowings,,2101
  └─ Long term Borrowings,,2101
Other Liabilities,,259
  └─ Trade Payables,,46
  └─ Other liability items,,213
Total Liabilities,,4664
Fixed Assets,,2
CWIP,,0
Investments,,0
Other Assets,,4662
  └─ Trade receivables,,172
  └─ Cash Equivalents,,192
  └─ Loans n Advances,,4072
  └─ Other asset items,,226
Total Assets,,4664
