Metric,Mar 2009,Mar 2010,Mar 2011
Equity Capital,2.96,2.96,2.96
Reserves,28.57,23.27,18.26
Borrowings,9.86,9.96,20.26
  └─ Other Borrowings,9.86,9.96,20.26
Other Liabilities,16.64,11.66,15.67
  └─ Trade Payables,11.85,7.64,2.98
  └─ Advance from Customers,0.30,0.10,0.18
  └─ Other liability items,4.49,3.92,12.51
Total Liabilities,58.03,47.85,57.15
Fixed Assets,12.37,11.30,10.05
  └─ Land,0.13,0.13,0.13
  └─ Building,6.08,5.93,5.93
  └─ Plant Machinery,14.93,14.93,14.93
  └─ Furniture n fittings,3.12,3.13,3.14
  └─ Vehicles,2.41,2.23,1.64
  └─ Gross Block,26.67,26.35,25.77
  └─ Accumulated Depreciation,14.30,15.05,15.72
CWIP,0.28,0.27,0.28
Investments,15.56,11.58,10.85
Other Assets,29.82,24.70,35.97
  └─ Inventories,6.48,6.14,4.34
  └─ Trade receivables,7.43,4.13,3.58
    └─ Receivables over 6m,5.61,4.13,3.58
    └─ Receivables under 6m,1.82,0.00,0.00
  └─ Cash Equivalents,1.02,0.49,0.49
  └─ Loans n Advances,1.60,1.68,1.76
  └─ Other asset items,13.29,12.26,25.80
Total Assets,58.03,47.85,57.15
