Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Equity Capital,2,2,2,2,2,2,2,2
Reserves,97,96,92,91,91,91,94,102
Borrowings,30,33,33,29,27,26,23,16
  └─ Long term Borrowings,14.27,15.11,11.49,7.66,7.94,6.41,5.91,3.74
  └─ Short term Borrowings,8.91,10.39,13.98,14.33,15.39,11.58,14.77,9.22
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,2.36,2.10,2.93
  └─ Other Borrowings,6.67,7.87,7.33,6.93,3.22,6.09,0.00,0.01
Other Liabilities,19,25,31,31,28,22,23,19
  └─ Trade Payables,4.88,6.60,9.22,9.67,8.00,7.90,5.58,5.17
  └─ Advance from Customers,1.09,1.93,2.25,1.28,0.53,0.59,1.49,0.89
  └─ Other liability items,13.52,16.09,19.68,19.83,19.41,13.37,15.96,12.98
Total Liabilities,148,155,157,153,148,141,142,139
Fixed Assets,94,117,111,104,100,103,101,101
  └─ Land,64,64,64,64,64,66,66,67
  └─ Building,14,36,34,34,35,38,38,38
  └─ Plant Machinery,1,1,0,0,0,0,0,0
  └─ Ships Vessels,29,35,18,16,16,16,16,18
  └─ Equipments,1,2,1,1,1,1,1,1
  └─ Furniture n fittings,0,0,0,0,0,0,0,0
  └─ Vehicles,1,1,0,0,0,1,1,1
  └─ Other fixed assets,0,0,0,0,0,0,0,0
  └─ Gross Block,110,138,117,116,116,122,123,125
  └─ Accumulated Depreciation,16,21,7,12,16,20,22,24
CWIP,25,4,4,5,6,2,0,0
Investments,0,0,0,0,0,0,0,0
Other Assets,29,34,43,44,42,37,40,38
  └─ Inventories,0.08,0.11,0.13,0.10,0.11,0.09,0.14,0.13
  └─ Trade receivables,11.51,12.67,18.57,21.32,26.10,22.22,29.81,25.29
  └─ Cash Equivalents,6.19,6.02,7.35,6.41,2.62,2.69,3.69,6.28
  └─ Loans n Advances,0.83,1.25,1.19,1.26,0.86,5.14,0.61,0.82
  └─ Other asset items,10.08,13.82,15.33,15.08,12.25,6.93,5.87,5.31
Total Assets,148,155,157,153,148,141,142,139
