Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,34,34,34,68,102,102,102,102,102,102,102,102,
Reserves,4277,4233,5268,6190,7165,7796,9337,11454,13692,12496,11897,12551,
Borrowings,2717,2891,4001,3508,3382,3575,1864,1704,1130,3222,4009,4416,
  └─ Long term Borrowings,2023,2449,3108,2380,2605,2145,480,381,189,0,0,0,
  └─ Short term Borrowings,147,182,233,154,271,519,1288,1227,845,3155,3883,4136,
  └─ Lease Liabilities,0,0,0,0,0,57,96,97,96,68,122,280,
  └─ Preference Capital,0,0,0,0,0,0,0,0,0,0,5,0,
  └─ Other Borrowings,547,260,660,973,506,855,0,0,0,0,0,,
Other Liabilities,2097,2521,3637,4098,3445,3407,2941,2822,2513,2571,3289,4265,
  └─ Non controlling int,162,10,0,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,1088,1485,1724,2353,2540,2480,2012,2163,1823,1675,2142,2302,
  └─ Advance from Customers,0,0,0,0,0,25,27,30,38,30,27,,
  └─ Other liability items,847,1026,1913,1745,905,901,901,629,652,865,1120,1963,
Total Liabilities,9125,9679,12940,13864,14094,14880,14244,16082,17437,18392,19298,21334,
Fixed Assets,5551,5931,8083,8315,8670,9231,8905,9219,9934,10440,10676,12565,
  └─ Land,54,86,108,118,147,146,144,147,145,157,154,,
  └─ Building,249,390,430,537,627,699,757,812,854,791,760,,
  └─ Plant Machinery,547,343,435,517,634,713,809,942,1178,1186,1260,,
  └─ Ships Vessels,0,0,0,0,0,0,1,2,12,17,0,,
  └─ Equipments,19,14,17,24,30,33,36,41,51,47,47,,
  └─ Computers,34,24,38,47,55,59,64,75,78,67,80,,
  └─ Furniture n fittings,29,21,25,32,35,35,37,36,35,30,30,,
  └─ Vehicles,49,41,47,47,48,44,60,65,63,31,38,,
  └─ Intangible Assets,5285,5050,7123,7245,7433,8036,7753,8083,8687,10696,10872,10215,
  └─ Other fixed assets,67,55,67,107,119,126,130,144,145,151,262,,
  └─ Gross Block,6333,6024,8291,8674,9127,9892,9791,10347,11248,13172,13504,,
  └─ Accumulated Depreciation,782,93,208,359,457,661,886,1127,1315,2732,2828,,
CWIP,225,44,97,84,52,57,57,116,45,83,464,220,
Investments,186,190,934,997,516,672,679,1015,3029,3504,3645,2767,
Other Assets,3164,3514,3826,4468,4855,4920,4602,5731,4429,4365,4513,5782,
  └─ Inventories,1072,1307,1412,1578,1559,1703,1716,2130,1537,1271,1419,1659,
  └─ Trade receivables,805,1118,1029,1246,1293,1157,1004,1116,1245,1535,1819,1837,
    └─ Receivables over 6m,49,0,0,0,0,0,0,0,84,74,108,,51
    └─ Receivables under 6m,774,1139,1061,1290,1342,1199,1061,1176,1229,1515,1765,,694
    └─ Prov for Doubtful,-19,-21,-32,-44,-49,-42,-57,-60,-68,-54,-54,,-14
  └─ Cash Equivalents,894,754,913,960,895,770,672,1108,391,547,483,1005,
  └─ Loans n Advances,-0,-1,-2,-2,-1,-0,-2,-1,-1,-2,-6,47,
  └─ Other asset items,394,336,474,686,1110,1290,1211,1378,1257,1014,798,1233,
Total Assets,9125,9679,12940,13864,14094,14880,14244,16082,17437,18392,19298,21334,
