Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,33,43,43,54
Reserves,68,193,191,257
Borrowings,60,77,122,46
  └─ Long term Borrowings,59.40,74.66,104.35,28.09
  └─ Short term Borrowings,0.00,1.39,16.86,16.85
  └─ Lease Liabilities,0.82,0.66,0.48,1.27
  └─ Other Borrowings,0.00,0.00,-0.01,
Other Liabilities,52,29,45,107
  └─ Trade Payables,47,26,41,94
  └─ Advance from Customers,1,0,0,
  └─ Other liability items,4,3,4,13
Total Liabilities,213,343,401,464
Fixed Assets,48,50,48,227
  └─ Land,22.65,22.65,22.65,
  └─ Building,13.53,13.72,13.75,
  └─ Plant Machinery,27.89,31.41,31.59,
  └─ Equipments,0.12,0.14,0.17,
  └─ Computers,0.13,0.22,0.23,
  └─ Furniture n fittings,0.49,0.53,0.60,
  └─ Vehicles,1.49,1.54,1.54,
  └─ Intangible Assets,0.00,0.00,0.00,0.11
  └─ Other fixed assets,0.01,0.00,0.14,
  └─ Gross Block,66.31,70.21,70.67,
  └─ Accumulated Depreciation,18.19,20.16,22.23,
CWIP,1,43,156,6
Investments,34,38,0,28
Other Assets,130,212,197,202
  └─ Inventories,13,10,4,45
  └─ Trade receivables,89,46,72,94
  └─ Cash Equivalents,1,106,76,7
  └─ Loans n Advances,7,4,3,0
  └─ Other asset items,21,46,42,56
Total Assets,213,343,401,464
