Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,8,8,8,8
Reserves,19,18,19,24,34,42,45
Borrowings,2,2,4,6,1,4,5
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,4.95
  └─ Other Borrowings,2.11,2.37,3.93,6.11,1.18,3.86,
Other Liabilities,3,3,6,12,15,16,18
  └─ Non controlling int,0.00,0.09,0.09,0.12,0.11,0.11,0.00
  └─ Trade Payables,1.95,1.59,3.77,5.79,8.32,7.94,9.81
  └─ Advance from Customers,0.05,0.23,1.09,3.95,1.71,3.49,
  └─ Other liability items,1.11,1.14,1.17,2.37,5.04,4.52,8.04
Total Liabilities,33,32,37,50,59,70,76
Fixed Assets,1,3,3,2,3,3,4
  └─ Land,0.36,0.36,0.36,0.36,0.36,0.36,
  └─ Building,0.00,1.54,1.54,1.54,1.54,1.54,
  └─ Equipments,0.23,0.25,0.28,0.32,0.41,0.65,
  └─ Computers,0.11,0.12,0.18,0.24,0.34,0.52,
  └─ Furniture n fittings,0.26,0.65,0.67,0.94,1.10,1.29,
  └─ Vehicles,0.96,0.96,0.89,0.81,1.47,1.53,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.83
  └─ Other fixed assets,-0.02,0.00,0.00,0.00,0.00,0.00,
  └─ Gross Block,1.90,3.88,3.92,4.21,5.22,5.89,
  └─ Accumulated Depreciation,0.57,0.74,1.22,1.73,2.18,2.94,
CWIP,0,0,-0,-0,-0,-0,0
Investments,3,4,5,5,6,9,11
Other Assets,28,25,30,43,50,58,61
  └─ Inventories,6.79,3.45,7.34,8.40,11.05,11.54,13.62
  └─ Trade receivables,2.36,0.90,2.19,4.31,5.76,6.37,8.82
  └─ Cash Equivalents,7.47,7.79,12.38,20.20,21.85,31.87,22.74
  └─ Loans n Advances,2.58,2.47,2.50,1.68,0.55,0.97,13.23
  └─ Other asset items,8.96,9.97,5.52,8.34,10.77,7.35,2.74
Total Assets,33,32,37,50,59,70,76
