Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,130,127,3818,3691,3656
Reserves,16,55,18,184,131
Borrowings,1055,1378,448,1465,2153
  └─ Long term Borrowings,997,1157,324,1367,1762
  └─ Short term Borrowings,52,206,71,0,231
  └─ Lease Liabilities,6,14,53,98,159
Other Liabilities,259,329,252,268,504
  └─ Non controlling int,-4,-5,-7,-6,-7
  └─ Trade Payables,36,44,58,60,32
  └─ Advance from Customers,3,3,2,2,
  └─ Other liability items,225,286,199,212,479
Total Liabilities,1459,1888,4536,5608,6443
Fixed Assets,906,1222,3856,4887,5549
  └─ Land,67.40,79.47,121.51,155.20,
  └─ Plant Machinery,54.41,77.21,70.25,111.50,
  └─ Equipments,0.22,0.38,0.27,0.27,
  └─ Computers,0.39,0.42,0.05,0.06,
  └─ Furniture n fittings,8.19,8.87,5.57,9.73,
  └─ Vehicles,0.06,0.07,0.05,0.12,
  └─ Other fixed assets,1043.40,1360.90,3665.78,4682.33,
  └─ Gross Block,1174.07,1527.32,3863.48,4959.21,
  └─ Accumulated Depreciation,268.41,305.56,7.95,72.39,
CWIP,157,287,233,42,95
Investments,0,0,0,293,11
Other Assets,397,380,448,386,788
  └─ Trade receivables,18,19,27,24,26
    └─ Receivables over 6m,0.33,3.40,4.86,2.06,
    └─ Receivables under 6m,17.31,18.42,24.92,22.85,
    └─ Prov for Doubtful,0.00,-2.66,-2.49,-1.03,
  └─ Cash Equivalents,31,41,96,64,436
  └─ Loans n Advances,176,188,158,106,120
  └─ Other asset items,172,133,166,192,205
Total Assets,1459,1888,4536,5608,6443
