Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,63.44,63.44,63.44,63.44,63.44,63.44,63.44,63.44,50.00,0.50
Reserves,-36.19,-39.51,-44.32,-44.49,-44.73,-44.86,-47.18,-47.42,1.29,1.48
Borrowings,2.74,2.75,2.75,2.75,2.75,2.75,2.76,2.76,5.26,5.41
  └─ Long term Borrowings,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,0.00,2.75,2.75,2.75,2.75,2.75,2.76,2.76,5.26,5.41
Other Liabilities,4.20,2.62,2.74,2.90,3.09,3.00,3.19,5.03,9.90,11.53
  └─ Non controlling int,3.93,2.38,2.38,2.38,2.28,2.28,2.28,2.28,2.28,2.28
  └─ Trade Payables,0.24,0.18,0.17,0.18,0.18,0.20,0.27,0.30,0.15,1.37
  └─ Other liability items,0.03,0.06,0.19,0.34,0.63,0.52,0.64,2.45,7.47,7.88
Total Liabilities,34.19,29.30,24.61,24.60,24.55,24.33,22.21,23.81,66.45,18.92
Fixed Assets,0.27,0.17,0.07,0.07,0.07,0.07,0.07,0.00,0.00,0.00
  └─ Computers,0.03,0.03,0.03,0.03,0.03,0.03,,0.03,0.03,0.03
  └─ Vehicles,1.18,1.18,1.18,1.18,1.18,1.18,,0.00,0.10,0.10
  └─ Gross Block,1.21,1.21,1.21,1.21,1.21,1.21,,0.03,0.13,0.13
  └─ Accumulated Depreciation,0.94,1.04,1.14,1.14,1.14,1.14,,0.03,0.12,0.12
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,11.70,4.65,2.44,2.44,2.44,2.44,0.12,0.12,0.00,0.00
Other Assets,22.22,24.48,22.10,22.09,22.04,21.82,22.02,23.69,66.45,18.92
  └─ Inventories,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade receivables,4.02,4.69,2.28,2.28,2.29,2.28,2.28,2.29,0.00,2.50
  └─ Cash Equivalents,1.61,0.13,0.06,0.06,0.01,0.01,0.20,1.63,0.03,0.03
  └─ Loans n Advances,10.32,14.96,14.96,18.98,19.14,18.92,18.93,19.12,15.99,15.99
  └─ Other asset items,5.64,4.70,4.80,0.77,0.60,0.61,0.61,0.65,50.43,0.40
Total Assets,34.19,29.30,24.61,24.60,24.55,24.33,22.21,23.81,66.45,18.92
