Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2838,2838,5315,5315,6590,6590,7645,8332,10244
Reserves,25,-161,-266,-632,-1172,-1633,-2355,-3174,-4171
Borrowings,2396,2612,6388,14576,13339,14505,19304,20097,21359
  └─ Long term Borrowings,1911,2590,6259,13603,11131,13567,18126,17350,18772
  └─ Short term Borrowings,423,0,0,973,2204,926,1144,2696,2517
  └─ Lease Liabilities,0,0,5,0,4,12,33,46,71
  └─ Preference Capital,0,0,0,0,0,0,0,36,0
  └─ Other Borrowings,62,22,124,0,0,0,0,-31,
Other Liabilities,119,58,356,777,800,750,1163,1171,2300
  └─ Non controlling int,0,0,0,168,80,83,94,96,121
  └─ Trade Payables,13,16,33,23,49,75,108,71,1013
  └─ Advance from Customers,0,0,17,17,17,27,119,88,
  └─ Other liability items,106,42,306,570,655,565,843,917,1166
Total Liabilities,5379,5346,11792,20035,19557,20212,25757,26427,29731
Fixed Assets,5026,4983,10816,16390,16838,17841,22710,22028,23708
  └─ Land,11,20,21,86,88,100,365,363,
  └─ Building,6,13,13,23,23,3099,3298,3599,
  └─ Plant Machinery,2,1,1,1,598,598,4143,4147,
  └─ Equipments,4492,4492,9756,14253,14708,16379,16450,16555,
  └─ Computers,0,0,0,1,7,7,10,10,
  └─ Furniture n fittings,0,0,0,1,2,3,11,11,
  └─ Vehicles,0,0,0,0,1,1,5,5,
  └─ Intangible Assets,0,0,0,0,0,0,309,309,1527
  └─ Other fixed assets,631,798,1630,3059,3120,53,1455,1456,
  └─ Gross Block,5142,5324,11422,17424,18548,20240,26046,26457,
  └─ Accumulated Depreciation,116,341,605,1035,1710,2399,3335,4429,
CWIP,-0,-0,-0,10,4,78,23,59,443
Investments,-0,8,-0,-0,145,446,742,1900,1228
Other Assets,352,356,976,3636,2570,1847,2282,2441,4353
  └─ Inventories,0,0,0,0,0,5,26,29,33
  └─ Trade receivables,106,114,246,298,390,418,802,707,780
    └─ Receivables over 6m,-0,-0,-0,-0,-0,132,157,173,
    └─ Receivables under 6m,106,114,246,298,390,286,646,534,
    └─ Prov for Doubtful,-0,-0,-0,-0,-1,-1,-1,-1,
  └─ Cash Equivalents,168,162,539,2784,1504,704,432,509,350
  └─ Loans n Advances,10,3,14,0,11,15,25,53,1962
  └─ Other asset items,68,77,177,554,666,705,998,1143,1228
Total Assets,5379,5346,11792,20035,19557,20212,25757,26427,29731
