Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2026
Equity Capital,5,9,9,9,9,9,13
Reserves,3,5,-8,9,26,19,65
Borrowings,31,58,38,36,40,51,52
  └─ Long term Borrowings,9.42,18.09,19.69,14.53,13.42,34.29,7.87
  └─ Short term Borrowings,21.39,37.38,18.43,16.42,26.90,12.24,42.75
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,4.53,1.80
  └─ Preference Capital,0.00,0.25,0.00,0.00,0.00,0.00,0.00
  └─ Other Borrowings,0.04,2.76,0.14,5.19,0.00,0.01,
Other Liabilities,41,26,44,76,84,31,47
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,0.13
  └─ Trade Payables,39.19,22.76,38.58,63.06,74.09,28.79,38.90
  └─ Advance from Customers,0.00,1.49,0.31,0.71,0.40,0.44,
  └─ Other liability items,1.80,1.92,5.36,11.86,9.24,2.08,8.08
Total Liabilities,80,99,83,130,159,110,178
Fixed Assets,23,22,20,18,16,19,16
  └─ Building,3.20,4.32,4.38,4.78,4.89,4.89,
  └─ Plant Machinery,19.52,21.08,21.09,21.10,21.07,21.12,
  └─ Equipments,0.13,0.18,0.18,0.18,0.19,0.19,
  └─ Computers,0.06,0.14,0.15,0.16,0.17,0.17,
  └─ Furniture n fittings,0.47,0.53,0.53,0.53,0.55,0.55,
  └─ Vehicles,0.63,1.18,1.18,1.18,1.18,1.22,
  └─ Other fixed assets,0.00,0.03,2.99,2.54,2.58,8.02,
  └─ Gross Block,24.01,27.46,30.50,30.47,30.63,36.16,
  └─ Accumulated Depreciation,1.41,5.64,10.44,12.38,14.48,16.88,
CWIP,0,0,0,0,0,0,0
Investments,1,1,1,1,2,2,3
Other Assets,56,76,62,111,141,89,159
  └─ Inventories,39,48,31,45,103,62,92
  └─ Trade receivables,7,19,20,45,23,15,29
  └─ Cash Equivalents,2,1,3,8,6,3,3
  └─ Loans n Advances,0,0,1,9,3,1,5
  └─ Other asset items,7,8,8,4,7,8,30
Total Assets,80,99,83,130,159,110,178
