Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,15,29,38,38,39
Reserves,269,285,326,372,521,573,706
Borrowings,104,106,103,106,58,98,81
  └─ Long term Borrowings,31.84,45.48,33.62,25.84,15.24,72.39,37.42
  └─ Short term Borrowings,49.94,46.47,62.95,77.02,39.60,23.48,36.87
  └─ Lease Liabilities,21.80,13.98,6.75,3.02,2.81,2.17,6.26
  └─ Other Borrowings,0.00,0.00,0.00,-0.01,0.00,-0.01,
Other Liabilities,101,105,118,140,162,177,177
  └─ Non controlling int,1,3,6,8,5,3,4
  └─ Trade Payables,52,62,68,83,79,81,74
  └─ Advance from Customers,6,7,5,11,17,16,
  └─ Other liability items,42,34,39,38,61,77,99
Total Liabilities,488,510,562,647,779,886,1003
Fixed Assets,181,224,220,219,265,311,382
  └─ Land,7,7,8,8,9,10,
  └─ Building,50,92,91,97,115,128,
  └─ Plant Machinery,76,89,95,104,183,238,
  └─ Equipments,0,1,1,1,1,1,
  └─ Computers,1,1,2,2,2,3,
  └─ Furniture n fittings,2,8,7,8,14,16,
  └─ Vehicles,2,3,3,4,10,13,
  └─ Intangible Assets,28,28,28,29,31,42,56
  └─ Other fixed assets,39,40,40,33,10,13,
  └─ Gross Block,205,268,275,287,374,465,
  └─ Accumulated Depreciation,24,44,56,67,109,155,
CWIP,32,2,5,8,17,32,41
Investments,0,0,0,0,0,0,0
Other Assets,276,284,337,420,496,544,580
  └─ Inventories,73,79,128,154,175,162,172
  └─ Trade receivables,61,68,80,121,129,135,132
  └─ Cash Equivalents,117,118,105,106,155,198,202
  └─ Loans n Advances,9,5,6,17,11,17,30
  └─ Other asset items,15,13,18,22,26,32,44
Total Assets,488,510,562,647,779,886,1003
