Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30
Reserves,47.47,57.54,61.62,65.32,68.94,81.51,93.54,105.37,109.55,103.83,97.15
Borrowings,4.24,11.86,4.56,3.11,7.26,13.51,9.07,11.95,6.27,10.47,17.88
  └─ Long term Borrowings,0.93,2.46,1.78,1.63,0.78,0.93,1.26,0.97,2.70,2.73,2.19
  └─ Short term Borrowings,2.94,8.63,1.92,0.44,5.64,5.72,0.57,6.25,0.84,2.04,1.36
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,6.87,7.24,4.72,2.73,5.69,14.33
  └─ Other Borrowings,0.37,0.77,0.86,1.04,0.84,-0.01,0.00,0.01,0.00,0.01,
Other Liabilities,8.25,12.22,12.19,10.48,20.84,16.88,18.91,9.77,10.97,11.72,11.58
  └─ Non controlling int,0.67,0.70,0.84,1.33,2.41,4.22,5.43,0.00,0.00,0.00,0.00
  └─ Trade Payables,2.72,4.03,4.55,3.32,4.22,4.50,5.58,3.43,4.54,6.12,5.00
  └─ Advance from Customers,0.06,0.08,0.11,0.02,0.29,0.13,0.26,0.10,0.07,0.11,
  └─ Other liability items,4.80,7.41,6.69,5.81,13.92,8.03,7.64,6.24,6.36,5.49,6.58
Total Liabilities,63.26,84.92,81.67,82.21,100.34,115.20,124.82,130.39,130.09,129.32,129.91
Fixed Assets,9.71,16.59,16.97,16.66,24.13,22.04,23.51,29.89,26.00,34.34,42.97
  └─ Land,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,
  └─ Building,3.20,3.20,4.70,4.83,15.53,15.70,18.13,29.23,16.10,17.74,
  └─ Plant Machinery,18.03,26.23,27.11,27.85,29.10,28.31,31.09,30.99,31.75,37.60,
  └─ Equipments,0.49,0.54,0.69,1.02,1.06,1.15,1.22,1.25,1.28,1.36,
  └─ Computers,0.71,0.78,0.84,0.87,0.36,0.40,0.45,0.52,0.56,0.69,
  └─ Furniture n fittings,1.10,1.16,1.18,1.18,1.22,1.20,1.23,1.26,1.27,1.84,
  └─ Vehicles,0.94,1.51,1.55,1.56,1.58,1.66,1.99,2.04,2.38,2.39,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.01
  └─ Other fixed assets,0.13,0.15,0.13,0.14,0.13,0.28,0.27,0.26,11.77,16.09,
  └─ Gross Block,24.84,33.81,36.44,37.69,49.22,48.95,54.63,65.80,65.36,77.97,
  └─ Accumulated Depreciation,15.14,17.22,19.47,21.03,25.08,26.91,31.12,35.92,39.35,43.62,
CWIP,4.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.57,0.40,0.00
Investments,18.60,24.98,20.53,12.09,22.40,27.06,24.16,27.70,18.58,17.27,14.81
Other Assets,30.70,43.35,44.17,53.46,53.81,66.10,77.15,72.80,79.94,77.31,72.13
  └─ Inventories,15.58,22.48,17.11,23.19,22.13,23.76,22.83,22.22,24.82,26.23,22.97
  └─ Trade receivables,9.14,12.40,18.22,18.92,7.33,16.16,15.68,10.95,7.00,11.02,8.60
  └─ Cash Equivalents,2.42,4.26,1.09,2.80,15.36,15.84,27.57,28.44,33.77,21.68,25.77
  └─ Loans n Advances,0.84,2.01,0.87,1.30,1.30,1.20,0.84,1.24,0.48,0.81,2.72
  └─ Other asset items,2.72,2.20,6.88,7.25,7.69,9.14,10.23,9.95,13.87,17.57,12.07
Total Assets,63.26,84.92,81.67,82.21,100.34,115.20,124.82,130.39,130.09,129.32,129.91
