Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,2953,2845,2845,2945,2953,4940,5370,5370,5370,5370,5370,5370,
Reserves,2144,1902,1223,-447,-3711,-4510,-5995,-8032,-9903,-1006,-785,-732,
Borrowings,12216,13552,14702,14633,13871,12510,12255,11547,11018,3562,3615,3711,
  └─ Long term Borrowings,10601,12004,12135,11082,9917,9875,9203,7130,2554,3099,3262,2728,
  └─ Short term Borrowings,323,965,1633,1578,1255,294,3034,4378,8431,438,277,909,
  └─ Lease Liabilities,0,0,0,0,0,0,18,39,33,24,75,73,
  └─ Preference Capital,0,0,0,0,0,578,605,580,377,377,377,0,
  └─ Other Borrowings,1292,583,934,1973,2698,1763,-605,-580,-377,-377,-377,,
Other Liabilities,1372,2225,2420,4238,6328,6156,6985,8773,10887,1640,1596,1265,
  └─ Non controlling int,2,2,2,2,-3,-4,-4,0,0,0,0,0,
  └─ Trade Payables,92,285,53,45,14,11,27,213,283,157,173,154,
  └─ Advance from Customers,0,91,87,86,86,0,0,0,0,0,0,,
  └─ Other liability items,1278,1847,2277,4105,6233,6148,6962,8560,10604,1483,1424,1111,
Total Liabilities,18684,20525,21191,21370,19441,19095,18615,17658,17372,9566,9796,9613,
Fixed Assets,8795,9268,10793,15011,14592,14410,13995,13381,13051,6412,6253,6103,
  └─ Land,99.00,469.36,469.36,469.27,472.72,217.04,217.04,216.96,477.14,380.62,380.62,,
  └─ Building,276.87,296.19,379.60,462.43,453.84,453.97,453.97,453.97,490.71,319.27,353.40,,
  └─ Plant Machinery,8566.83,8524.00,10152.09,14637.46,14638.23,14870.06,14870.36,14639.97,14688.37,7261.53,7284.68,,
  └─ Equipments,4.31,5.24,5.55,5.93,6.09,6.22,6.50,6.60,7.57,7.28,10.01,,
  └─ Computers,4.05,4.11,4.28,4.87,4.91,4.92,4.95,4.98,5.41,4.91,5.22,,
  └─ Furniture n fittings,5.12,6.30,6.23,7.18,6.44,5.48,5.48,5.48,5.54,3.49,6.75,,
  └─ Railway sidings,0.00,449.26,518.07,566.58,566.58,566.58,566.58,566.58,566.58,565.40,565.40,,
  └─ Vehicles,17.05,19.80,19.81,18.28,11.82,11.82,11.73,12.17,11.79,10.42,11.83,,
  └─ Intangible Assets,0.31,0.31,0.31,0.31,0.31,0.00,0.31,0.00,0.00,0.00,0.00,0.20,
  └─ Other fixed assets,98.93,7.59,7.81,7.95,8.10,266.06,268.28,283.91,8.07,6.15,6.38,,
  └─ Gross Block,9072.47,9782.16,11563.11,16180.26,16169.04,16402.15,16405.20,16190.62,16261.18,8559.07,8624.29,,
  └─ Accumulated Depreciation,277.64,514.50,769.97,1168.97,1577.04,1992.31,2410.26,2809.62,3210.60,2147.18,2371.57,,
CWIP,6674,6659,6339,2283,2354,1584,1574,1142,1110,67,65,21,
Investments,20,0,70,10,193,275,0,4,8,0,0,0,
Other Assets,3195,4598,3988,4066,2301,2826,3046,3131,3203,3087,3478,3489,
  └─ Inventories,84,270,83,153,442,654,277,137,136,238,263,202,
  └─ Trade receivables,206,857,792,1327,1249,1535,1951,2509,2492,2064,2435,2757,
    └─ Receivables over 6m,20,0,0,0,0,0,1419,1644,1606,1248,1581,,0
    └─ Receivables under 6m,206,857,792,1327,1249,1535,533,865,886,817,854,,106
    └─ Prov for Doubtful,-20,0,0,0,0,0,0,0,0,0,0,,0
  └─ Cash Equivalents,254,289,310,186,43,126,248,270,234,462,363,75,
  └─ Loans n Advances,809,10,9,14,14,24,19,13,21,11,13,216,
  └─ Other asset items,1843,3173,2794,2386,554,487,550,203,320,312,404,238,
Total Assets,18684,20525,21191,21370,19441,19095,18615,17658,17372,9566,9796,9613,
