Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,5,7,7,20,24,24,24,24
Reserves,139,185,202,255,283,469,479,510,532
Borrowings,62,86,70,114,103,78,12,24,17
  └─ Long term Borrowings,31.91,41.42,40.15,37.15,33.96,39.59,0.00,0.00,0.00
  └─ Short term Borrowings,27.55,39.66,19.11,76.62,68.37,38.26,11.48,23.52,15.99
  └─ Lease Liabilities,0.00,0.00,0.00,0.20,0.20,0.52,0.52,0.54,0.53
  └─ Other Borrowings,2.09,5.22,10.71,0.00,0.00,0.00,0.00,-0.01,
Other Liabilities,71,109,84,132,127,163,154,170,193
  └─ Trade Payables,60,92,68,105,99,127,109,125,138
  └─ Advance from Customers,2,1,2,1,2,4,6,4,
  └─ Other liability items,9,15,14,27,26,31,39,41,55
Total Liabilities,278,385,363,508,533,734,669,728,766
Fixed Assets,84,122,134,161,188,232,224,246,253
  └─ Land,10.46,12.59,12.59,12.59,12.59,24.33,24.33,24.33,
  └─ Building,44.71,68.77,73.81,74.61,88.51,96.70,95.03,104.74,
  └─ Plant Machinery,0.00,0.00,0.00,144.61,158.90,178.52,179.68,196.91,
  └─ Equipments,89.34,122.85,141.14,22.74,32.74,37.60,45.18,58.74,
  └─ Computers,0.00,0.00,0.00,3.50,4.08,3.67,4.28,4.70,
  └─ Furniture n fittings,14.17,17.70,20.06,21.07,22.20,28.84,28.26,30.16,
  └─ Vehicles,4.33,5.17,5.24,5.37,5.87,6.59,6.84,8.03,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
  └─ Other fixed assets,8.89,15.55,19.49,1.62,1.59,2.91,1.50,1.52,
  └─ Gross Block,171.90,242.63,272.33,286.11,326.48,379.16,385.10,429.13,
  └─ Accumulated Depreciation,87.44,120.29,138.43,124.84,138.44,146.78,161.50,183.08,
CWIP,2,0,0,0,0,0,12,3,28
Investments,26,13,24,14,1,27,63,69,82
Other Assets,165,250,205,333,343,475,370,410,403
  └─ Inventories,53,82,80,115,120,123,111,128,160
  └─ Trade receivables,83,138,91,183,177,197,199,227,207
  └─ Cash Equivalents,11,3,10,5,5,100,1,31,6
  └─ Loans n Advances,2,4,3,9,10,8,10,10,2
  └─ Other asset items,17,23,21,21,31,46,49,14,29
Total Assets,278,385,363,508,533,734,669,728,766
