Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,47,234,234,234,255,255,278,278,278
Reserves,1807,2256,2593,3400,5580,7021,9369,10275,11245
Borrowings,568,729,1114,796,543,1172,597,789,1005
  └─ Long term Borrowings,202,213,351,120,126,332,269,155,97
  └─ Short term Borrowings,279,443,699,669,408,830,319,624,884
  └─ Lease Liabilities,3,7,6,7,9,10,9,10,24
  └─ Other Borrowings,84,66,58,0,0,0,0,0,
Other Liabilities,1049,834,1121,990,2047,3147,4150,4977,7533
  └─ Non controlling int,210,4,4,4,4,386,671,725,834
  └─ Trade Payables,447,311,583,367,1194,1538,2369,2917,4865
  └─ Advance from Customers,112,35,40,56,135,76,71,121,
  └─ Other liability items,280,484,494,563,714,1148,1038,1215,1834
Total Liabilities,3471,4052,5062,5420,8425,11595,14393,16320,20061
Fixed Assets,1747,1774,2012,1802,2455,3311,3995,6357,8134
  └─ Land,220,247,255,256,295,359,392,438,
  └─ Building,433,456,534,551,697,953,1025,1758,
  └─ Plant Machinery,1713,1884,2326,2397,3142,4521,5714,8000,
  └─ Equipments,3,3,4,5,6,11,13,18,
  └─ Furniture n fittings,2,2,2,2,2,4,5,5,
  └─ Vehicles,4,4,5,6,8,14,17,18,
  └─ Intangible Assets,0,0,0,0,0,0,0,0,59
  └─ Other fixed assets,1,2,2,2,8,155,158,159,
  └─ Gross Block,2375,2597,3128,3218,4158,6016,7324,10395,
  └─ Accumulated Depreciation,628,822,1116,1416,1703,2706,3328,4039,
CWIP,91,358,235,506,768,2769,3764,2708,2792
Investments,195,274,144,282,1036,1474,2262,2118,1582
Other Assets,1437,1647,2670,2829,4166,4041,4372,5137,7553
  └─ Inventories,558,732,1487,1030,2057,2214,2170,2990,4501
  └─ Trade receivables,369,213,159,534,376,609,708,793,905
    └─ Receivables over 6m,0,0,0,0,0,29,50,50,
    └─ Receivables under 6m,374,215,164,535,379,584,677,761,
    └─ Prov for Doubtful,-6,-2,-5,-2,-3,-4,-20,-18,
  └─ Cash Equivalents,53,98,121,324,326,190,50,68,106
  └─ Loans n Advances,7,53,501,524,1050,10,4,-8,54
  └─ Other asset items,449,551,403,418,357,1017,1439,1294,1987
Total Assets,3471,4052,5062,5420,8425,11595,14393,16320,20061
