Metric,Mar 2007,Mar 2008,Mar 2022,Mar 2023,Mar 2024
Equity Capital,3,3,21,21,21
Reserves,-0,0,31,41,44
Borrowings,4,7,34,31,26
  └─ Long term Borrowings,,,13.42,14.20,7.63
  └─ Short term Borrowings,,,20.55,16.75,18.03
  └─ Lease Liabilities,,,0.00,0.46,0.79
  └─ Other Borrowings,3.94,6.87,,0.00,-0.01
Other Liabilities,3,3,18,27,18
  └─ Trade Payables,3.24,2.42,13.56,23.18,13.45
  └─ Advance from Customers,0.00,0.00,,0.01,0.10
  └─ Other liability items,0.22,0.99,4.13,3.81,4.09
Total Liabilities,10,13,104,120,108
Fixed Assets,3,3,45,50,60
  └─ Land,1,1,,1,1
  └─ Building,1,1,,20,24
  └─ Plant Machinery,3,3,,45,55
  └─ Equipments,0,0,,0,0
  └─ Computers,0,0,,0,0
  └─ Furniture n fittings,0,0,,1,1
  └─ Vehicles,0,0,,1,1
  └─ Other fixed assets,0,0,,1,1
  └─ Gross Block,4,5,,69,84
  └─ Accumulated Depreciation,1,2,,19,24
CWIP,0,0,13,16,1
Investments,0,0,1,4,6
Other Assets,7,10,44,50,42
  └─ Inventories,0.89,1.76,5.94,3.38,3.44
  └─ Trade receivables,5.06,5.89,27.35,37.36,22.23
    └─ Receivables over 6m,0.02,0.01,,4.03,3.63
    └─ Receivables under 6m,5.04,5.88,,34.37,20.48
    └─ Prov for Doubtful,0.00,0.00,,-1.05,-1.88
  └─ Cash Equivalents,0.22,0.55,5.35,5.38,4.22
  └─ Loans n Advances,0.00,0.00,3.38,0.95,11.35
  └─ Other asset items,1.16,2.27,2.33,2.58,0.76
Total Assets,10,13,104,120,108
