Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,5,5,5,5,5,5,5,5,5,5,5,5,
Reserves,262,257,244,234,218,181,178,166,179,185,174,71,
Borrowings,201,245,246,297,285,268,243,247,271,307,270,313,
  └─ Long term Borrowings,108,109,102,104,109,100,77,64,76,103,85,92,
  └─ Short term Borrowings,89,120,144,176,152,148,166,183,195,204,185,221,
  └─ Lease Liabilities,-0,-0,-0,-0,-0,0,0,1,0,1,0,0,
  └─ Other Borrowings,5,16,-0,16,24,20,-0,-0,-0,0,-0,,
Other Liabilities,85,61,61,53,64,71,68,81,78,69,71,46,
  └─ Trade Payables,51.00,38.61,28.69,34.15,46.84,52.96,44.20,56.53,44.64,45.09,44.88,21.36,
  └─ Advance from Customers,1.05,1.07,2.83,2.12,2.31,2.22,5.99,8.11,12.66,4.74,4.78,,
  └─ Other liability items,32.56,20.87,29.16,16.26,14.96,16.00,17.67,16.65,20.26,19.48,21.68,24.21,
Total Liabilities,553,568,556,588,572,525,494,500,533,566,520,434,
Fixed Assets,245,258,234,245,226,208,209,205,228,245,162,123,
  └─ Land,58.99,68.10,56.19,58.73,55.60,52.23,52.11,44.18,45.25,35.12,17.19,,
  └─ Building,106.05,122.69,93.60,108.78,105.74,108.54,111.66,123.07,131.39,139.22,41.14,,
  └─ Plant Machinery,342.79,385.06,64.08,110.53,104.12,119.31,144.11,148.11,191.42,208.15,227.94,,
  └─ Furniture n fittings,1.55,2.12,0.15,0.17,0.19,0.47,0.45,0.35,0.62,0.62,0.79,,
  └─ Vehicles,2.75,2.96,0.73,1.08,1.14,0.82,0.82,0.87,1.12,1.52,1.65,,
  └─ Intangible Assets,21.73,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.90,
  └─ Other fixed assets,15.80,22.44,12.50,8.46,9.32,8.95,7.74,9.20,21.50,34.19,34.18,,
  └─ Gross Block,549.66,616.41,240.29,300.79,289.15,303.36,329.93,338.82,404.34,431.86,335.93,,
  └─ Accumulated Depreciation,304.35,358.46,5.80,55.53,63.44,95.32,120.91,133.89,176.62,186.70,174.04,,
CWIP,22,38,30,29,31,33,21,17,22,16,8,12,
Investments,1,1,7,9,8,4,13,19,29,40,32,31,
Other Assets,284,271,284,306,308,281,252,260,255,264,318,267,
  └─ Inventories,112,105,121,140,142,136,110,100,109,110,121,83,
  └─ Trade receivables,64,59,61,52,61,50,54,73,67,62,69,58,
    └─ Receivables over 6m,9,59,0,0,0,0,0,5,7,21,21,,7
    └─ Receivables under 6m,59,5,69,55,65,56,61,75,67,48,55,,75
    └─ Prov for Doubtful,-4,-5,-9,-3,-4,-7,-7,-7,-7,-7,-7,,-5
  └─ Cash Equivalents,28,13,33,32,30,25,32,25,22,26,40,28,
  └─ Loans n Advances,4,18,2,4,1,4,5,6,6,7,23,5,
  └─ Other asset items,75,76,68,78,72,66,52,56,50,59,64,93,
Total Assets,553,568,556,588,572,525,494,500,533,566,520,434,
