bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,intimationType,ixbrl,ixbrlFileSize,meetingType,oriiginalMeetingDate,proposedMeetingDate,symbol,company_name,bm_source
BPCL,19-May-2026,Board Meeting Intimation,BHARAT PETROLEUM CORPORATION LIMITED has informed the Exchange about Board Meeting to be held on 19-May-2026 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2026 .,Refineries,08-May-2026 15:36:28,Bharat Petroleum Corporation Limited,INE029A01011,00:00:03,08-May-2026 15:36:31,14.83 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_500547_852026153541_PRIOR_INTIMATION_WebXMLFile_20260508_153626590.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260508_153626_WEB.html,3.55 KB,,,,,,
BPCL,12-May-2026,Board Meeting Intimation,BHARAT PETROLEUM CORPORATION LIMITED has informed the Exchange about Board Meeting to be held on 12-May-2026 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2026 .,Refineries,05-May-2026 15:54:08,Bharat Petroleum Corporation Limited,INE029A01011,00:00:04,05-May-2026 15:54:12,14.50 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_500547_55202615543_PRIOR_INTIMATION_WebXMLFile_20260505_155406396.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260505_155406_WEB.html,3.24 KB,,,,,,
BPCL,25-May-2022,Outcome of Board Meeting,Bharat Petroleum Corporation Limited  has informed the Exchange about  outcome of  Board Meeting held on 25-May-2022 relating to  financial statements for the period ended March 2022 and Dividend ,,,Bharat Petroleum Corporation Limited,INE029A01011,,,,,,,,,,,BPCL,,announcements
BPCL,20-May-2019,Outcome of Board Meeting,"Bharat Petroleum Corporation Limited has informed the Exchange regarding outcome of the Board meeting of the company held on May 20, 2019.",,,Bharat Petroleum Corporation Limited,INE029A01011,,,,,,,,,,,BPCL,,announcements
BPCL,29-May-2018,Outcome of Board Meeting,"Bharat Petroleum Corporation Limited has informed the Exchange regarding Outcome of Board Meeting held on May 29, 2018.",,,Bharat Petroleum Corporation Limited,INE029A01011,,,,,,,,,,,BPCL,,announcements
BPCL,28-May-2015,Outcome of Board Meeting,"Bharat Petroleum Corporation Limited has informed the Exchange regarding outcome of meeting of Board of Directors held on May 28, 2015.",,,Bharat Petroleum Corporation Limited,INE029A01011,,,,,,,,,,,BPCL,,announcements
BPCL,31-Oct-2025,Board Meeting Intimation,BHARAT PETROLEUM CORPORATION LIMITED has informed the Exchange about Board Meeting to be held on 31-Oct-2025 to consider and approve the Half Yearly Unaudited Financial results of the Company for the period ended September 2025 and Dividend.,Refineries,22-Oct-2025 15:02:21,Bharat Petroleum Corporation Limited,INE029A01011,00:00:04,22-Oct-2025 15:02:25,6.62 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_68900_1555270_22102025030219_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_68900_22102025150219_iXBRL_WEB.html,3.09 KB,,,,,,
BPCL,23-Jan-2026,Board Meeting Intimation,BHARAT PETROLEUM CORPORATION LIMITED has informed the Exchange about Board Meeting to be held on 23-Jan-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended December 2025 and Dividend.,Refineries,16-Jan-2026 16:04:18,Bharat Petroleum Corporation Limited,INE029A01011,00:00:03,16-Jan-2026 16:04:21,6.61 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_75610_1602312_16012026040416_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_75610_16012026160416_iXBRL_WEB.html,3.08 KB,,,,,,
BPCL,13-Aug-2025,Board Meeting Intimation,BHARAT PETROLEUM CORPORATION LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,Refineries,05-Aug-2025 16:09:38,Bharat Petroleum Corporation Limited,INE029A01011,00:00:03,05-Aug-2025 16:09:41,6.52 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_62529_1502701_05082025040936_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_62529_05082025160936_iXBRL_WEB.html,2.94 KB,,,,,,
BPCL,29-Apr-2025,Board Meeting Intimation,BHARAT PETROLEUM CORPORATION LIMITED has informed the Exchange about Board Meeting to be held on 29-Apr-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend.,Refineries,18-Apr-2025 16:34:34,Bharat Petroleum Corporation Limited,INE029A01011,00:00:03,18-Apr-2025 16:34:37,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_50861_1418735_18042025043431_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_50861_18042025163431_iXBRL_WEB.html,,,,,,,
