exDate,recDate,subject,faceVal
29-May-2026 20:35:01,29-May-2026 20:35:01,General Updates,1
27-Jan-2026 17:30:39,27-Jan-2026 17:30:39,Record Date,1
27-Jan-2026 16:43:30,27-Jan-2026 16:43:30,Dividend,1
07-Jan-2026 20:00:39,07-Jan-2026 20:00:39,Updates,1
28-Jan-2025 17:50:27,28-Jan-2025 17:50:27,Record Date,1
28-Jan-2025 16:48:39,28-Jan-2025 16:48:39,Dividend,1
22-May-2024 16:56:47,22-May-2024 16:56:47,Updates,1
26-Apr-2024 15:02:08,26-Apr-2024 15:02:08,Bonus,1
24-Jan-2024 15:22:44,24-Jan-2024 15:22:44,Record Date,1
24-Jan-2024 14:38:08,24-Jan-2024 14:38:08,Dividend Updates,1
24-Jan-2024 14:29:14,24-Jan-2024 14:29:14,Dividend,1
17-Jun-2023 16:32:20,17-Jun-2023 16:32:20,Record Date,1
27-Apr-2023 18:14:47,27-Apr-2023 18:14:47,Dividend Updates,1
24-Jan-2023 17:42:58,24-Jan-2023 17:42:58,Record Date,1
24-Jan-2023 17:31:31,24-Jan-2023 17:31:31,Record Date,1
24-Jan-2023 17:14:39,24-Jan-2023 17:14:39,Dividend,1
21-Jun-2022 17:05:15,21-Jun-2022 17:05:15,Record Date,1
28-Apr-2022 13:56:33,28-Apr-2022 13:56:33,Dividend,1
28-Apr-2022 13:56:30,28-Apr-2022 13:56:30,Outcome of Board Meeting,1
27-Jan-2022 18:16:06,27-Jan-2022 18:16:06,Record Date,1
27-Jan-2022 17:34:11,27-Jan-2022 17:34:11,Dividend,1
17-Jul-2021 21:08:24,17-Jul-2021 21:08:24,Record Date,1
29-Apr-2021 18:42:53,29-Apr-2021 18:42:53,Dividend,1
28-Jan-2021 19:33:09,28-Jan-2021 19:33:09,Dividend,1
28-Jan-2021 19:15:23,28-Jan-2021 19:15:23,Record Date,1
22-Jan-2020 15:16:00,22-Jan-2020 15:16:00,Record Date,1
22-Jan-2020 14:59:00,22-Jan-2020 14:59:00,Dividend,1
09-Jul-2019 15:25:00,09-Jul-2019 15:25:00,Record Date,1
09-Jul-2019 13:31:00,09-Jul-2019 13:31:00,Updates,1
11-May-2019 18:49:00,11-May-2019 18:49:00,Dividend,1
16-Jan-2019 20:40:00,16-Jan-2019 20:40:00,Record Date,1
16-Jan-2019 19:34:00,16-Jan-2019 19:34:00,Dividend,1
04-Sep-2018 13:34:00,04-Sep-2018 13:34:00,Updates,1
03-Sep-2018 10:41:00,03-Sep-2018 10:41:00,Record Date,1
21-May-2018 19:32:00,21-May-2018 19:32:00,Dividend,1
24-Jan-2018 14:48:00,24-Jan-2018 14:48:00,Record Date,1
24-Jan-2018 14:33:00,24-Jan-2018 14:33:00,Dividend,1
04-Jul-2017 17:18:00,04-Jul-2017 17:18:00,Record Date,1
27-Apr-2017 19:17:00,27-Apr-2017 19:17:00,Dividend,1
30-Jan-2017 19:29:00,30-Jan-2017 19:29:00,Record Date,1
30-Jan-2017 19:27:00,30-Jan-2017 19:27:00,Dividend,1
12-Mar-2016 19:10:00,12-Mar-2016 19:10:00,Record Date,1
12-Mar-2016 18:15:00,12-Mar-2016 18:15:00,Date of payment of dividend,1
12-Mar-2016 17:49:00,12-Mar-2016 17:49:00,Dividend,1
09-Mar-2016 14:56:00,09-Mar-2016 14:56:00,Trading Window,1
03-Feb-2016 20:19:00,03-Feb-2016 20:19:00,Record Date,1
03-Feb-2016 20:04:00,03-Feb-2016 20:04:00,Dividend,1
08-Aug-2015 16:50:00,08-Aug-2015 16:50:00,Annual General Meeting Updates,1
13-Jul-2015 13:42:00,13-Jul-2015 13:42:00,AGM/Book Closure,1
13-Jul-2015 13:29:00,13-Jul-2015 13:29:00,Date of payment of dividend,1
30-Apr-2015 14:08:00,30-Apr-2015 14:08:00,Dividend,1
30-Jan-2015 20:15:00,30-Jan-2015 20:15:00,Dividend,1
22-Jan-2015 13:55:00,22-Jan-2015 13:55:00,Date of payment of dividend,1
22-Jan-2015 13:53:00,22-Jan-2015 13:53:00,Record Date,1
31-Jul-2014 17:08:00,31-Jul-2014 17:08:00,AGM/Book Closure,1
31-Jul-2014 09:44:00,31-Jul-2014 09:44:00,Date of payment of dividend,1
28-Apr-2014 09:12:00,28-Apr-2014 09:12:00,Dividend,1
28-Apr-2014 09:12:00,28-Apr-2014 09:12:00,Date of payment of dividend,1
28-Apr-2014 09:08:00,28-Apr-2014 09:08:00,Press Release,1
28-Oct-2013 14:56:00,28-Oct-2013 14:56:00,Date of payment of dividend,1
28-Oct-2013 10:44:00,28-Oct-2013 10:44:00,Dividend,1
28-Oct-2013 10:40:00,28-Oct-2013 10:40:00,Press Release,1
18-Oct-2013 18:36:00,18-Oct-2013 18:36:00,Record Date Updates,1
18-Oct-2013 15:12:00,18-Oct-2013 15:12:00,Record Date,1
18-Oct-2013 15:12:00,18-Oct-2013 15:12:00,Date of payment of dividend,1
27-Jun-2013 17:32:00,27-Jun-2013 17:32:00,AGM/Book Closure,1
29-Apr-2013 08:36:00,29-Apr-2013 08:36:00,Dividend,1
29-Apr-2013 08:32:00,29-Apr-2013 08:32:00,Date of payment of dividend,1
29-Apr-2013 08:32:00,29-Apr-2013 08:32:00,Press Release,1
18-Oct-2012 14:34:00,18-Oct-2012 14:34:00,Press Release,1
18-Oct-2012 13:46:00,18-Oct-2012 13:46:00,Interim Dividend,1
10-Oct-2012 12:09:00,10-Oct-2012 12:09:00,Record Date,1
29-Jun-2012 15:31:00,29-Jun-2012 15:31:00,AGM / Book Closure,1
25-Apr-2012 13:15:00,25-Apr-2012 13:15:00,Dividend,1
16-Jan-2012 17:13:00,16-Jan-2012 17:13:00,Press Release,1
16-Jan-2012 15:08:00,16-Jan-2012 15:08:00,Dividend,1
04-Jan-2012 19:06:00,04-Jan-2012 19:06:00,Record Date,1
24-Jun-2011 17:33:00,24-Jun-2011 17:33:00,AGM / Book Closure,1
05-May-2011 11:47:00,05-May-2011 11:47:00,Press Release,1
30-Apr-2011 16:39:00,30-Apr-2011 16:39:00,Dividend,1
23-Jun-2010 15:09:00,23-Jun-2010 15:09:00,Annual General Meeting,1
23-Jun-2010 14:13:00,23-Jun-2010 14:13:00,AGM/Book Closure,1
12-May-2009 18:07:00,12-May-2009 18:07:00,Press Release,1
12-May-2009 17:58:00,12-May-2009 17:58:00,Book Closure,1
11-May-2009 18:57:00,11-May-2009 18:57:00,Dividend,1
21-Apr-2008 19:23:00,21-Apr-2008 19:23:00,Press Release/Others,1
21-Apr-2008 17:38:00,21-Apr-2008 17:38:00,Dividend/Sub-division/Book Closure,1
