bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,intimationType,ixbrl,ixbrlFileSize,meetingType,oriiginalMeetingDate,proposedMeetingDate,symbol,company_name,bm_source
INDUSINDBK,22-Jul-2026,Financial Results/Fund Raising/Other business matters,"To consider and approve the Unaudited Consolidated and Standalone Financial Results for the quarter ended June 30, 2026, fixing the date and time for the 32nd Annual General Meeting of the Bank and Fund Raising.",Banks,08-Jul-2026 22:50:44,IndusInd Bank Limited,INE095A01012,00:00:00,08-Jul-2026 22:50:44,320.59 KB,https://nsearchives.nseindia.com/corporate/INDUSINDBK4_08072026225003_FinaUpload.pdf,,,,,,,,,
INDUSINDBK,24-Apr-2026,Board Meeting Intimation,INDUSIND BANK LIMITED has informed the Exchange about Board Meeting to be held on 24-Apr-2026 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2026 and Dividend.,Banks,08-Apr-2026 18:50:00,IndusInd Bank Limited,INE095A01012,00:00:03,08-Apr-2026 18:50:03,14.94 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_532187_842026184956_PRIOR_INTIMATION_WebXMLFile_20260408_184958383.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260408_184958_WEB.html,3.38 KB,,,,,,
INDUSINDBK,23-Jan-2026,Board Meeting Intimation,INDUSIND BANK LIMITED has informed the Exchange about Board Meeting to be held on 23-Jan-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2025 .,Banks,06-Jan-2026 19:56:34,IndusInd Bank Limited,INE095A01012,00:00:03,06-Jan-2026 19:56:37,6.50 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_74962_1595790_06012026075632_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_74962_06012026195632_iXBRL_WEB.html,2.92 KB,,,,,,
INDUSINDBK,18-Oct-2025,Board Meeting Intimation,INDUSIND BANK LIMITED has informed the Exchange about Board Meeting to be held on 18-Oct-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended September 2025 .,Banks,06-Oct-2025 19:38:32,IndusInd Bank Limited,INE095A01012,00:00:04,06-Oct-2025 19:38:36,6.52 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_67971_1541596_06102025073800_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_67971_06102025193739_iXBRL_WEB.html,2.93 KB,,,,,,
INDUSINDBK,28-Jul-2025,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2025",Banks,18-Jul-2025 19:37:57,IndusInd Bank Limited,INE095A01012,00:00:00,18-Jul-2025 19:37:57,304.39 KB,https://nsearchives.nseindia.com/corporate/INDUSINDBK3_18072025193729_Prior_Intimation_of_BM_18072025.pdf,,,,,,,,,
INDUSINDBK,23-Jul-2025,Fund Raising/Other business matters,To consider Fund Raising and fixing the date and time for the 31th Annual General Meeting ( AGM ) of the Bank,Banks,18-Jul-2025 20:16:24,IndusInd Bank Limited,INE095A01012,00:00:00,18-Jul-2025 20:16:24,269.79 KB,https://nsearchives.nseindia.com/corporate/INDUSINDBK3_18072025201606_SEfixingdateofAGM.pdf,,,,,,,,,
INDUSINDBK,21-May-2025,Board Meeting Intimation,INDUSIND BANK LIMITED has informed the Exchange about Board Meeting to be held on 21-May-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend.,Banks,16-May-2025 18:08:46,IndusInd Bank Limited,INE095A01012,00:00:02,16-May-2025 18:08:48,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_54306_1441386_16052025060843_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_54306_16052025180843_iXBRL_WEB.html,,,,,,,
INDUSINDBK,31-Jan-2025,Board Meeting Intimation,INDUSIND BANK LIMITED has informed the Exchange about Board Meeting to be held on 31-Jan-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2024 .,Banks,20-Jan-2025 16:42:14,IndusInd Bank Limited,INE095A01012,00:00:03,20-Jan-2025 16:42:17,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_44209_1352777_20012025044211_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_44209_20012025164211_iXBRL_WEB.html,,,,,,,
INDUSINDBK,24-Oct-2024,INDUSIND BANK LIMITED has informed the Exchange about Board Meeting to be held on 24-Oct-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2024 .,Board Meeting Intimation,Banks,21-Oct-2024 19:59:21,IndusInd Bank Limited,INE095A01012,00:00:03,21-Oct-2024 19:59:24,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_38099_1284013_21102024075918_WEB.xml,,,,,,,,,
INDUSINDBK,26-Jul-2024,INDUSIND BANK LIMITED has informed the Exchange about Board Meeting to be held on 26-Jul-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2024 .,Board Meeting Intimation,Banks,18-Jul-2024 18:05:23,IndusInd Bank Limited,INE095A01012,00:00:03,18-Jul-2024 18:05:26,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_29946_1192409_18072024060520_WEB.xml,,,,,,,,,
