bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,TATA CONSUMER PRODUCTS LIMITED,25-May-2026,1,-,INE192A01025,-,-,25-May-2026,EQ,Dividend - Rs 10 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
-,-,TATA CONSUMER PRODUCTS LIMITED,29-May-2025,1,-,INE192A01025,-,-,29-May-2025,EQ,Dividend - Rs 8.25 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
-,-,TATA CONSUMER PRODUCTS LIMITED,26-Jul-2024,1,-,INE192A01025,-,-,27-Jul-2024,EQ,Rights 1:26 @ Premium Rs 817/-,TATACONSUM,Tata Consumer Products Ltd.,,
-,-,TATA CONSUMER PRODUCTS LIMITED,24-May-2024,1,-,INE192A01025,-,-,24-May-2024,EQ,Dividend - Rs 7.75 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
26-May-2023,20-May-2023,TATA CONSUMER PRODUCTS LIMITED,19-May-2023,1,-,INE192A01025,-,-,-,EQ,Annual General Meeting/Dividend - Rs 8.45 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
17-Jun-2022,11-Jun-2022,TATA CONSUMER PRODUCTS LIMITED,09-Jun-2022,1,-,INE192A01025,-,-,-,EQ,Annual General Meeting/Dividend - Rs  6.05 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
18-Jun-2021,12-Jun-2021,TATA CONSUMER PRODUCTS LIMITED,10-Jun-2021,1,-,INE192A01025,-,-,-,EQ, Annual General Meeting/Dividend - Rs 4.05 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
29-Jun-2020,22-Jun-2020,TATA CONSUMER PRODUCTS LIMITED,18-Jun-2020,1,-,INE192A01025,-,-,-,EQ, Annual General Meeting/Dividend -Rs 2.70 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
04-Jun-2019,28-May-2019,TATA CONSUMER PRODUCTS LIMITED,24-May-2019,1,-,INE192A01025,-,-,-,EQ, Annual General Meeting/ Dividend - Rs 2.50 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
05-Jul-2018,22-Jun-2018,TATA CONSUMER PRODUCTS LIMITED,20-Jun-2018,1,-,INE192A01025,-,-,-,EQ, Annual General Meeting / Dividend- Rs 2.50 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
18-Aug-2017,08-Aug-2017,TATA CONSUMER PRODUCTS LIMITED,04-Aug-2017,1,-,INE192A01025,-,-,-,EQ, Annual General Meeting/Dividend- Rs 2.35 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
,,TATACONSUM,07-Jul-2017,,,,,,,,Dividend - Rs 2.321149 Per Share,TATACONSUM,TATACONSUM,,yahoo
24-Aug-2016,10-Aug-2016,TATA CONSUMER PRODUCTS LIMITED,08-Aug-2016,1,-,INE192A01025,-,-,-,EQ, Annual General Meeting/Dividend Rs 2.25 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
14-Aug-2015,01-Aug-2015,TATA CONSUMER PRODUCTS LIMITED,30-Jul-2015,1,-,INE192A01025,-,-,-,EQ,Annual General Meeting/ Dividend - Rs 2.25/- Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
14-Aug-2014,07-Aug-2014,TATA CONSUMER PRODUCTS LIMITED,05-Aug-2014,1,-,INE192A01025,-,-,-,EQ,Annual General Meeting / Dividend - Rs 2.25/- Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
15-Jul-2013,02-Jul-2013,TATA CONSUMER PRODUCTS LIMITED,27-Jun-2013,1,-,INE192A01025,-,-,-,EQ,Annual General Meeting/Dividend Rs 2.15/- Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
31-Aug-2012,11-Aug-2012,TATA CONSUMER PRODUCTS LIMITED,09-Aug-2012,1,-,INE192A01025,-,-,-,EQ,Annual General Meeting/ Dividend Rs. 2.15 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
30-Aug-2011,12-Aug-2011,TATA CONSUMER PRODUCTS LIMITED,10-Aug-2011,1,-,INE192A01025,-,-,-,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
23-Aug-2010,08-Aug-2010,TATA CONSUMER PRODUCTS LIMITED,05-Aug-2010,1,-,INE192A01025,-,-,-,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
-,-,TATA CONSUMER PRODUCTS LIMITED,30-Jun-2010,1,-,INE192A01025,-,-,02-Jul-2010,EQ,Face Value Split From Rs.10/- To Re.1/-,TATACONSUM,Tata Consumer Products Ltd.,,
01-Sep-2009,15-Aug-2009,TATA CONSUMER PRODUCTS LIMITED,13-Aug-2009,1,-,INE192A01025,-,-,-,EQ,Agm/Div-17.50 Per Share,TATACONSUM,Tata Consumer Products Ltd.,,
,,TATACONSUM,01-Aug-2008,,,,,,,,Dividend - Rs 3.45703 Per Share,TATACONSUM,TATACONSUM,,yahoo
,,TATACONSUM,23-Jul-2007,,,,,,,,Dividend - Rs 1.481584 Per Share,TATACONSUM,TATACONSUM,,yahoo
