bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate
-,-,SBI Life Insurance Company Limited,06-Mar-2026,10,-,INE123W01016,-,-,06-Mar-2026,EQ,Interim Dividend - Rs 2.70 Per Share,SBILIFE,SBI Life Insurance Company Ltd.,
-,-,SBI Life Insurance Company Limited,07-Mar-2025,10,-,INE123W01016,-,-,07-Mar-2025,EQ,Interim Dividend - Rs 2.70 Per Share,SBILIFE,SBI Life Insurance Company Ltd.,
-,-,SBI Life Insurance Company Limited,15-Mar-2024,10,-,INE123W01016,-,-,16-Mar-2024,EQ,Interim Dividend - Rs 2.70 Per Share,SBILIFE,SBI Life Insurance Company Ltd.,
-,-,SBI Life Insurance Company Limited,16-Mar-2023,10,-,INE123W01016,-,-,16-Mar-2023,EQ,Interim Dividend - Rs 2.50 Per Share,SBILIFE,SBI Life Insurance Company Ltd.,
-,-,SBI Life Insurance Company Limited,29-Mar-2022,10,-,INE123W01016,-,-,30-Mar-2022,EQ,Interim Dividend - Rs 2 Per Share,SBILIFE,SBI Life Insurance Company Ltd.,
-,-,SBI Life Insurance Company Limited,05-Apr-2021,10,-,INE123W01016,-,-,06-Apr-2021,EQ, Interim Dividend - Rs 2.5 Per Share,SBILIFE,SBI Life Insurance Company Ltd.,
-,-,SBI Life Insurance Company Limited,03-Apr-2019,10,-,INE123W01016,-,-,04-Apr-2019,EQ, Interim Dividend - Rs 2 Per Share,SBILIFE,SBI Life Insurance Company Ltd.,
-,-,SBI Life Insurance Company Limited,03-Apr-2018,10,-,INE123W01016,-,-,04-Apr-2018,EQ, Interim Dividend - Rs 2 Per Share (Purpose Revised),SBILIFE,SBI Life Insurance Company Ltd.,
