broadCastDate,relatingTo,consolidated,audited,fromDate,toDate,xbrl
05-FEB-2025,Qtr ended 31-DEC-2024,U,Audited,01-OCT-2024,31-DEC-2024,
04-DEC-2024,Qtr ended 30-SEP-2024,U,Audited,01-JUL-2024,30-SEP-2024,
