bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,ixbrl,ixbrlFileSize,symbol,company_name,intimationType,meetingType,oriiginalMeetingDate,proposedMeetingDate,bm_source
HDFCBANK,18-Jul-2026,Board Meeting Intimation,HDFC BANK LIMITED has informed the Exchange about Board Meeting to be held on 18-Jul-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2027 .,Banks,23-Jun-2026 21:20:08,HDFC Bank Limited,INE040A01018,00:00:03,23-Jun-2026 21:20:11,14.49 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_500180_2362026211938_PRIOR_INTIMATION_WebXMLFile_20260623_212006425.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_797_20260623_212006477_WEB.html,3.23 KB,HDFCBANK,HDFC Bank Ltd.,,,,,
HDFCBANK,18-Apr-2026,Board Meeting Intimation,HDFC BANK LIMITED has informed the Exchange about Board Meeting to be held on 18-Apr-2026 to consider Fund raising.,Banks,02-Apr-2026 19:30:31,HDFC Bank Limited,INE040A01018,00:00:04,02-Apr-2026 19:30:35,13.92 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_500180_242026182732_PRIOR_INTIMATION_WebXMLFile_20260402_193029283.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260402_193029_WEB.html,2.70 KB,HDFCBANK,HDFC Bank Ltd.,,,,,
HDFCBANK,17-Jan-2026,Board Meeting Intimation,HDFC Bank Limited has informed the Exchange about Board Meeting to be held on 17-Jan-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2025 .,Banks,23-Dec-2025 20:13:12,HDFC Bank Limited,INE040A01018,00:00:03,23-Dec-2025 20:13:15,6.51 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_74338_1589220_23122025081310_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_74338_23122025201310_iXBRL_WEB.html,2.93 KB,HDFCBANK,HDFC Bank Ltd.,,,,,
HDFCBANK,30-Oct-2025,Outcome of Board Meeting,HDFC Bank Limited has informed the Exchange regarding Re-appointment of Mr. Kaizad Bharucha as Deputy Managing Director of HDFC Bank Limited.,,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,18-Oct-2025,Board Meeting Intimation,HDFC Bank Limited has informed the Exchange about Board Meeting to be held on 18-Oct-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2025 .,Banks,23-Sep-2025 12:50:19,HDFC Bank Limited,INE040A01018,00:00:04,23-Sep-2025 12:50:23,6.52 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_66686_1530656_23092025125018_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_66686_23092025125017_iXBRL_WEB.html,2.93 KB,HDFCBANK,HDFC Bank Ltd.,,,,,
HDFCBANK,19-Jul-2025,Board Meeting Intimation,HDFC Bank Limited has informed the Exchange about Board Meeting to be held on 19-Jul-2025 to consider and approve Dividend/Bonus.,Banks,16-Jul-2025 09:45:05,HDFC Bank Limited,INE040A01018,00:00:03,16-Jul-2025 09:45:08,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59836_1483758_16072025094502_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_59836_16072025094502_iXBRL_WEB.html,,HDFCBANK,HDFC Bank Ltd.,,,,,
HDFCBANK,19-Apr-2025,Board Meeting Intimation,HDFC BANK LIMITED has informed the Exchange about Board Meeting to be held on 19-Apr-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Fund raising/Dividend.,Banks,18-Mar-2025 16:05:26,HDFC Bank Limited,INE040A01018,00:00:03,18-Mar-2025 16:05:29,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_48733_1397134_18032025040523_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_48733_18032025160523_iXBRL_WEB.html,,HDFCBANK,HDFC Bank Ltd.,,,,,
HDFCBANK,22-Jan-2025,Board Meeting Intimation,HDFC BANK LIMITED has informed the Exchange about Board Meeting to be held on 22-Jan-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2024 .,Banks,16-Dec-2024 16:46:34,HDFC Bank Limited,INE040A01018,00:00:03,16-Dec-2024 16:46:37,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_42223_1327415_16122024044631_WEB.xml,,,HDFCBANK,HDFC Bank Ltd.,,,,,
HDFCBANK,19-Oct-2024,HDFC BANK LIMITED has informed the Exchange about Board Meeting to be held on 19-Oct-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2024 .,Board Meeting Intimation,Banks,16-Sep-2024 11:10:49,HDFC Bank Limited,INE040A01018,09:21:44,16-Sep-2024 20:32:33,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_35578_1243642_16092024111044_WEB.xml,,,HDFCBANK,HDFC Bank Ltd.,,,,,
HDFCBANK,20-Jun-2024,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 20, 2024.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,20-Apr-2024,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on April 20, 2024.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,27-Nov-2023,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on November 27, 2023.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,30-Jun-2023,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 30, 2023.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,27-Apr-2023,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on April 27, 2023.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,15-Apr-2023,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on April 15, 2023.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,15-Oct-2022,Outcome of Board Meeting,HDFC Bank Limited  has informed the Exchange about Board Meeting held on 15-Oct-2022 to consider financial statements for the period ended September 2022,,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,16-Jul-2022,Outcome of Board Meeting,HDFC Bank Limited  has informed the Exchange about Board Meeting held on 16-Jul-2022 to consider financial statements for the period ended June 2022,,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,10-Jun-2022,Outcome of Board Meeting,HDFC Bank Limited  has informed the Exchange about Board Meeting held on 10-Jun-2022,,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,16-Apr-2022,Outcome of Board Meeting,HDFC Bank Limited  has informed the Exchange about Board Meeting held on 16-Apr-2022 to consider Fund raising and Other business matters,,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,15-Jan-2022,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding  Board meeting held on January 15, 2022.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,17-Apr-2021,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on April 17, 2021.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,25-Nov-2020,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on November 25, 2020.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,17-Oct-2020,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding  Board meeting held on October 17, 2020.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,18-Apr-2020,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on April 18, 2020.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,20-Jul-2019,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding  Board meeting held on July 20, 2019.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,22-May-2019,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding  Board meeting held on May 22, 2019.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,22-Apr-2019,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on April 20, 2019.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,20-Apr-2019,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on April 20, 2019.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,19-Jan-2019,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding  Board meeting held on January 19, 2019.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,31-Jul-2018,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding  Committee meeting held on July 31, 2018.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,30-Jul-2018,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding  Committee meeting held on July 30, 2018.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,23-Jul-2018,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on July 21, 2018.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,22-May-2018,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on May 22, 2018.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,23-Apr-2018,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on April 21, 2018.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,20-Dec-2017,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on December 20, 2017.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,30-May-2017,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on May 29, 2017.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
HDFCBANK,21-Apr-2017,Outcome of Board Meeting,"HDFC Bank Limited has informed the Exchange that the Board of Directors at its meeting held on April 21, 2017 have approved the issue of Perpetual Debt Instruments (part of Additional Tier I capital), Tier II Capital Bonds and Senior Long Term Infrastructure Bonds up to a total amount of Rs. 50,000 crore in the period of next twelve months through private placement mode, subject to the approval of the shareholders at the ensuing Annual General Meeting of the Bank and any other regulatory approvals as applicable. Further, subject to the approval of the Reserve Bank of India and the shareholders at the ensuing Annual General Meeting of the Bank, the Board of Directors have approved the re-appointment of Mrs. Shyamala Gopinath as Part Time Non-Executive Chairperson of the Bank, for the period from January 02, 2018 till June 19, 2019, i.e. on her completing 70 years of age, or till such other date as the RBI may approve.",,,HDFC Bank Limited,INE040A01018,,,,,,,HDFCBANK,HDFC Bank Ltd.,,,,,announcements
