audited,bank,broadCastDate,companyName,consolidated,cumulative,difference,exchdisstime,filingDate,financialYear,format,fromDate,indAs,industry,isin,oldNewFlag,params,period,reInd,relatingTo,resultDescription,resultDetailedDataLink,seqNumber,symbol,toDate,xbrl
Un-Audited,B,23-Jan-2025 12:27:21,HDFC Bank Limited,Consolidated,Non-cumulative,00:00:40,23-Jan-2025 12:28:01,23-Jan-2025 12:27,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Non-Ind-AS,-,INE040A01018,,01-Oct-202431-Dec-2024Q3UBNCAEHDFCBANK,Quarterly,A,Third Quarter,,,1190261,HDFCBANK,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_117525_1359016_23012025122721.xml
Un-Audited,B,23-Jan-2025 12:25:53,HDFC Bank Limited,Non-Consolidated,Non-cumulative,00:00:14,23-Jan-2025 12:26:07,23-Jan-2025 12:25,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Non-Ind-AS,-,INE040A01018,,01-Oct-202431-Dec-2024Q3UBNNAEHDFCBANK,Quarterly,A,Third Quarter,,,1190259,HDFCBANK,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_117524_1359008_23012025122553.xml
Un-Audited,B,20-Oct-2024 12:14:24,HDFC Bank Limited,Consolidated,Non-cumulative,00:00:06,20-Oct-2024 12:14:30,20-Oct-2024 12:14,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Non-Ind-AS,-,INE040A01018,,01-Jul-202430-Sep-2024Q2UBNCAEHDFCBANK,Quarterly,A,Second Quarter,,,1181774,HDFCBANK,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_112946_1281172_20102024121424.xml
Un-Audited,B,20-Oct-2024 12:13:01,HDFC Bank Limited,Non-Consolidated,Non-cumulative,00:00:30,20-Oct-2024 12:13:31,20-Oct-2024 12:13,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Non-Ind-AS,-,INE040A01018,,01-Jul-202430-Sep-2024Q2UBNNAEHDFCBANK,Quarterly,A,Second Quarter,,,1181772,HDFCBANK,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_112945_1281169_20102024121301.xml
Un-Audited,B,21-Jul-2024 12:48:54,HDFC Bank Limited,Consolidated,Non-cumulative,00:00:12,21-Jul-2024 12:49:06,21-Jul-2024 12:48,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Non-Ind-AS,-,INE040A01018,,01-Apr-202430-Jun-2024Q1UBNCAEHDFCBANK,Quarterly,A,First Quarter,,,1177781,HDFCBANK,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_109235_1198409_21072024124854.xml
Un-Audited,B,21-Jul-2024 12:46:58,HDFC Bank Limited,Non-Consolidated,Non-cumulative,00:00:14,21-Jul-2024 12:47:12,21-Jul-2024 12:46,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Non-Ind-AS,-,INE040A01018,,01-Apr-202430-Jun-2024Q1UBNNAEHDFCBANK,Quarterly,A,First Quarter,,,1177780,HDFCBANK,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_109234_1198406_21072024124658.xml
Audited,B,21-Apr-2024 15:58:36,HDFC Bank Limited,Consolidated,Cumulative,00:03:40,21-Apr-2024 16:02:16,21-Apr-2024 15:58,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Non-Ind-AS,-,INE040A01018,,01-Apr-202331-Mar-2024ANABCCAEHDFCBANK,Annual,A,Annual,,,1169189,HDFCBANK,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_104624_1105245_21042024035835.xml
Audited,B,21-Apr-2024 15:58:35,HDFC Bank Limited,Consolidated,Non-cumulative,00:03:30,21-Apr-2024 16:02:05,21-Apr-2024 15:58,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Non-Ind-AS,-,INE040A01018,,01-Jan-202431-Mar-2024Q4ABNCAEHDFCBANK,Quarterly,A,Fourth Quarter,,,1169188,HDFCBANK,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_104624_1105245_21042024035835.xml
Audited,B,21-Apr-2024 12:27:02,HDFC Bank Limited,Non-Consolidated,Cumulative,00:03:14,21-Apr-2024 12:30:16,21-Apr-2024 12:27,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Non-Ind-AS,-,INE040A01018,,01-Apr-202331-Mar-2024ANABCNAEHDFCBANK,Annual,A,Annual,,,1169187,HDFCBANK,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_104623_1105106_21042024122701.xml
Audited,B,21-Apr-2024 12:27:01,HDFC Bank Limited,Non-Consolidated,Non-cumulative,00:03:05,21-Apr-2024 12:30:06,21-Apr-2024 12:27,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Non-Ind-AS,-,INE040A01018,,01-Jan-202431-Mar-2024Q4ABNNAEHDFCBANK,Quarterly,A,Fourth Quarter,,,1169186,HDFCBANK,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_104623_1105106_21042024122701.xml
Un-Audited,B,16-Jan-2024 17:12:48,HDFC Bank Limited,Consolidated,Non-cumulative,00:03:17,16-Jan-2024 17:16:05,16-Jan-2024 17:12,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Non-Ind-AS,-,INE040A01018,,01-Oct-202331-Dec-2023Q3UBNCAEHDFCBANK,Quarterly,A,Third Quarter,,,1162188,HDFCBANK,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_101079_1023183_16012024051248.xml
Un-Audited,B,16-Jan-2024 17:11:31,HDFC Bank Limited,Non-Consolidated,Non-cumulative,00:02:35,16-Jan-2024 17:14:06,16-Jan-2024 17:11,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Non-Ind-AS,-,INE040A01018,,01-Oct-202331-Dec-2023Q3UBNNAEHDFCBANK,Quarterly,A,Third Quarter,,,1162186,HDFCBANK,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_101078_1023175_16012024051131.xml
Un-Audited,B,17-Oct-2023 17:46:52,HDFC Bank Limited,Consolidated,Non-cumulative,00:05:11,17-Oct-2023 17:52:03,17-Oct-2023 17:46,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Non-Ind-AS,-,INE040A01018,,01-Jul-202330-Sep-2023Q2UBNCAEHDFCBANK,Quarterly,A,Second Quarter,,,1155379,HDFCBANK,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_97617_956252_17102023054651.xml
Un-Audited,B,17-Oct-2023 17:21:02,HDFC Bank Limited,Non-Consolidated,Non-cumulative,00:03:01,17-Oct-2023 17:24:03,17-Oct-2023 17:21,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Non-Ind-AS,-,INE040A01018,,01-Jul-202330-Sep-2023Q2UBNNAEHDFCBANK,Quarterly,A,Second Quarter,,,1155377,HDFCBANK,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_97616_956099_17102023052102.xml
Un-Audited,B,17-Jul-2023 18:34:04,HDFC Bank Limited,Consolidated,Non-cumulative,00:03:59,17-Jul-2023 18:38:03,17-Jul-2023 18:34,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Non-Ind-AS,-,INE040A01018,,01-Apr-202330-Jun-2023Q1UBNCAEHDFCBANK,Quarterly,A,First Quarter,,,1151874,HDFCBANK,30-Jun-2023,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_94219_888417_17072023063404.xml
