exDate,recDate,subject,faceVal
17-Jul-2026 15:48:58,17-Jul-2026 15:48:58,Record Date,1
17-Jul-2026 15:43:11,17-Jul-2026 15:43:11,Dividend,1
08-May-2026 18:59:17,08-May-2026 18:59:17,Record Date,1
08-May-2026 18:58:17,08-May-2026 18:58:17,Dividend,1
19-Jan-2026 18:16:41,19-Jan-2026 18:16:41,Dividend,1
19-Jan-2026 18:14:36,19-Jan-2026 18:14:36,Record Date,1
19-Jan-2026 18:12:19,19-Jan-2026 18:12:19,Dividend,1
15-Oct-2025 17:54:24,15-Oct-2025 17:54:24,Record Date,1
15-Oct-2025 17:52:18,15-Oct-2025 17:52:18,Dividend,1
20-Aug-2025 18:15:18,20-Aug-2025 18:15:18,General Updates,1
21-Jul-2025 17:50:31,21-Jul-2025 17:50:31,Dividend,1
21-Jul-2025 17:48:43,21-Jul-2025 17:48:43,Record Date,1
21-Jul-2025 17:46:58,21-Jul-2025 17:46:58,Dividend,1
28-Apr-2025 20:03:36,28-Apr-2025 20:03:36,Dividend,1
28-Apr-2025 20:01:08,28-Apr-2025 20:01:08,Record Date,1
28-Apr-2025 19:51:00,28-Apr-2025 19:51:00,Dividend,1
20-Jan-2025 18:01:03,20-Jan-2025 18:01:03,Record Date,1
20-Jan-2025 17:30:49,20-Jan-2025 17:30:49,Dividend,1
18-Oct-2024 16:35:37,18-Oct-2024 16:35:37,Record Date,1
18-Oct-2024 16:34:27,18-Oct-2024 16:34:27,Dividend Updates,1
18-Oct-2024 16:30:49,18-Oct-2024 16:30:49,Dividend,1
19-Jul-2024 16:59:57,19-Jul-2024 16:59:57,Date of payment of dividend,1
19-Jul-2024 16:58:18,19-Jul-2024 16:58:18,Record Date,1
19-Jul-2024 16:51:52,19-Jul-2024 16:51:52,Dividend,1
06-Jun-2024 19:06:57,06-Jun-2024 19:06:57,Record Date,1
14-May-2024 19:44:29,14-May-2024 19:44:29,Date of payment of dividend,1
14-May-2024 19:36:29,14-May-2024 19:36:29,Record Date,1
14-May-2024 19:25:53,14-May-2024 19:25:53,Dividend,1
14-May-2024 19:24:33,14-May-2024 19:24:33,Dividend,1
14-May-2024 19:21:50,14-May-2024 19:21:50,Dividend,1
14-May-2024 19:21:50,14-May-2024 19:21:50,Dividend,1
09-May-2024 20:20:44,09-May-2024 20:20:44,Record Date,1
22-Jan-2024 17:41:07,22-Jan-2024 17:41:07,Date of payment of dividend,1
22-Jan-2024 17:34:38,22-Jan-2024 17:34:38,Dividend Updates,1
22-Jan-2024 17:32:46,22-Jan-2024 17:32:46,Record Date,1
22-Jan-2024 17:27:25,22-Jan-2024 17:27:25,Dividend,1
27-Oct-2023 19:56:55,27-Oct-2023 19:56:55,Date of payment of dividend,1
27-Oct-2023 19:50:15,27-Oct-2023 19:50:15,Record Date,1
27-Oct-2023 19:40:20,27-Oct-2023 19:40:20,Dividend Updates,1
27-Oct-2023 19:37:29,27-Oct-2023 19:37:29,Dividend,1
06-Jun-2023 19:55:50,06-Jun-2023 19:55:50,Record Date,1
16-May-2023 19:42:15,16-May-2023 19:42:15,Dividend,1
23-Jun-2022 20:10:53,23-Jun-2022 20:10:53,Record Date,1
26-May-2022 20:05:14,26-May-2022 20:05:14,Outcome of Board Meeting,1
26-May-2022 20:05:12,26-May-2022 20:05:12,Dividend,1
30-Jul-2019 19:33:00,30-Jul-2019 19:33:00,Record Date,1
10-May-2019 20:52:00,10-May-2019 20:52:00,Dividend,1
11-May-2018 20:32:00,11-May-2018 20:32:00,Record Date,1
24-Apr-2018 18:49:00,24-Apr-2018 18:49:00,Dividend,1
28-Aug-2017 12:40:00,28-Aug-2017 12:40:00,Record Date,1
04-May-2017 19:10:00,04-May-2017 19:10:00,Dividend,1
29-Apr-2016 16:53:00,29-Apr-2016 16:53:00,Outcome of Board Meeting,1
15-Mar-2016 17:23:00,15-Mar-2016 17:23:00,Trading Window,1
12-Mar-2016 17:47:00,12-Mar-2016 17:47:00,Dividend,1
09-Mar-2016 13:44:00,09-Mar-2016 13:44:00,Record Date,1
09-Mar-2016 13:42:00,09-Mar-2016 13:42:00,Dividend Updates,1
09-Mar-2016 08:51:00,09-Mar-2016 08:51:00,Trading Window,1
09-Mar-2016 08:42:00,09-Mar-2016 08:42:00,Dividend Updates,1
09-Jun-2015 09:31:00,09-Jun-2015 09:31:00,Book Closure,1
30-Apr-2015 19:30:00,30-Apr-2015 19:30:00,Dividend,1
04-Aug-2014 19:16:00,04-Aug-2014 19:16:00,AGM/Book Closure,1
12-May-2014 08:20:00,12-May-2014 08:20:00,Dividend,1
25-Jun-2013 10:44:00,25-Jun-2013 10:44:00,AGM/Book Closure,1
19-Apr-2013 19:44:00,19-Apr-2013 19:44:00,Dividend,1
08-Jun-2012 18:03:00,08-Jun-2012 18:03:00,AGM / Book Closure,1
26-Apr-2012 07:45:00,26-Apr-2012 07:45:00,Dividend,1
30-May-2011 13:56:00,30-May-2011 13:56:00,Book Closure,1
04-May-2011 17:43:00,04-May-2011 17:43:00,Dividend,1
