Metric,Mar 2021,Mar 2022,Mar 2023
Debtor Days,636.59,3179.34,2385.54
Inventory Days,,,0.00
Days Payable,,,
Cash Conversion Cycle,636.59,3179.34,2385.54
Working Capital Days,-277.09,-1613.68,498.62
ROCE %,,0.11%,0.86%
