Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,109,46,39,86,99,103
Inventory Days,0,18,2,1,1,2
Days Payable,,90,47,59,58,42
Cash Conversion Cycle,109,-25,-5,27,41,63
Working Capital Days,14,54,-3,20,54,64
ROCE %,,13%,20%,79%,55%,25%
