Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,30,23,25,19
Inventory Days,,,,112
Days Payable,,,,258
Cash Conversion Cycle,30,23,25,-128
Working Capital Days,-65,-1666,-76,-66
ROCE %,,30%,12%,9%
