Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,185,99,113,135,105,75,173,76
Inventory Days,29,68,47,50,91,68,26,54
Days Payable,316,253,180,211,298,166,276,192
Cash Conversion Cycle,-102,-86,-20,-25,-102,-22,-77,-62
Working Capital Days,40,3,32,21,-34,-23,5,-5
ROCE %,,13%,13%,24%,28%,37%,27%,28%
