Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,200,150,64,61,52,70,53
Inventory Days,14,24,34,20,32,28,16
Days Payable,292,249,145,197,146,112,118
Cash Conversion Cycle,-78,-75,-46,-117,-62,-13,-49
Working Capital Days,22,44,34,-22,24,89,158
ROCE %,,25%,64%,59%,47%,32%,20%
