Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,97,84,133,61,55,143,100,73,87
Inventory Days,1,,,,,,,,0
Days Payable,253,,,,,,,,195
Cash Conversion Cycle,-155,84,133,61,55,143,100,73,-108
Working Capital Days,13,14,33,13,17,32,89,25,6
ROCE %,,50%,23%,-14%,-66%,-65%,4%,17%,26%
