Metric,Mar 2013,Mar 2014,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,68,60,64,62,73,75,67,64,80,80
Inventory Days,,,,,,,,,,
Days Payable,,,,,,,,,,
Cash Conversion Cycle,68,60,64,62,73,75,67,64,80,80
Working Capital Days,154,122,62,72,75,82,76,141,100,143
ROCE %,,71%,,25%,27%,17%,17%,15%,15%,16%
