Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,73.07,67.28,77.71,71.25,50.19,59.57,69.93,76.34,90.73
Inventory Days,635.99,2672.53,1113.66,1170.18,906.44,779.90,841.54,790.19,842.28
Days Payable,141.98,421.28,191.04,202.81,156.16,150.84,146.33,138.37,176.23
Cash Conversion Cycle,567.08,2318.53,1000.33,1038.61,800.47,688.64,765.14,728.16,756.79
Working Capital Days,240.75,395.59,343.94,374.95,253.35,223.77,238.56,248.24,266.86
ROCE %,,11.93%,5.67%,2.78%,5.95%,6.92%,8.16%,8.02%,7.86%
