Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,94,98,89,102,94,92
Inventory Days,,,21,12,17,14
Days Payable,,,75,56,71,58
Cash Conversion Cycle,94,98,35,59,40,49
Working Capital Days,19,26,29,31,33,41
ROCE %,,17%,20%,18%,14%,10%
