Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,99,146,217,240,154,270,237,373,197
Inventory Days,,,,,,776,,,86
Days Payable,,,,,,942,,,85
Cash Conversion Cycle,99,146,217,240,154,104,237,373,198
Working Capital Days,-6,100,226,227,180,334,219,256,195
ROCE %,,33%,34%,-1%,8%,8%,10%,12%,16%
