Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,71,78,227,102,84,131,144,164
Inventory Days,4,12,74,121,23,31,45,34
Days Payable,68,105,323,606,187,108,56,62
Cash Conversion Cycle,6,-14,-22,-383,-79,54,132,136
Working Capital Days,99,239,397,231,125,196,223,170
ROCE %,,35%,33%,,54%,58%,37%,29%
