Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,36,36,36,38
Inventory Days,182,158,200,175
Days Payable,163,184,221,206
Cash Conversion Cycle,55,10,14,7
Working Capital Days,30,-2,9,-15
ROCE %,,25%,32%,33%
