Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,116,83,107
Inventory Days,,,92
Days Payable,,,29
Cash Conversion Cycle,116,83,170
Working Capital Days,134,76,48
ROCE %,,12%,11%
