Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,31,35,50
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,31,35,50
Working Capital Days,15,18,22
ROCE %,,33%,26%
