Metric,Mar 2022,Mar 2023,Mar 2024
Debtor Days,29,28,40
Inventory Days,12,10,50
Days Payable,17,11,42
Cash Conversion Cycle,24,26,48
Working Capital Days,11,13,30
ROCE %,,28%,29%
