Metric,Mar 2020,Mar 2021,Mar 2022
Debtor Days,0,1,1
Inventory Days,113,103,79
Days Payable,29,25,14
Cash Conversion Cycle,85,79,66
Working Capital Days,20,20,25
ROCE %,,22%,24%
