Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,176,75,71,96,123,77,72,109,79,92
Inventory Days,,,,,,,,,,
Days Payable,,,,,,,,,,
Cash Conversion Cycle,176,75,71,96,123,77,72,109,79,92
Working Capital Days,252,130,189,215,159,141,98,149,126,219
ROCE %,,9%,6%,10%,8%,8%,11%,13%,11%,10%
