Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,,43,60,60
Inventory Days,,213,250,200
Days Payable,,21,19,25
Cash Conversion Cycle,,236,291,236
Working Capital Days,,199,163,163
ROCE %,,,19%,20%
