Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,80,132,76,59,49,68,55,178,186,128
Inventory Days,454,715,1252,1169,441,259,502,470,414,299
Days Payable,218,377,565,674,207,114,64,200,104,84
Cash Conversion Cycle,315,471,764,554,283,212,493,449,496,342
Working Capital Days,115,150,118,108,110,97,175,269,270,209
ROCE %,,18%,16%,15%,17%,7%,7%,6%,12%,8%
