Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,31,20,31,17,29,39
Inventory Days,122,,,,,
Days Payable,51,,,,,
Cash Conversion Cycle,102,20,31,17,29,39
Working Capital Days,88,55,74,27,56,78
ROCE %,,18%,18%,27%,21%,19%
