Metric,Mar 2016,Mar 2017,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,52,118,99,89,96,95
Inventory Days,233,250,51,55,49,28
Days Payable,59,68,83,68,82,71
Cash Conversion Cycle,226,300,68,77,63,51
Working Capital Days,70,30,60,70,55,47
ROCE %,,13%,,18%,20%,18%
