Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,39,59,42
Inventory Days,11,31,41
Days Payable,10,13,12
Cash Conversion Cycle,41,77,71
Working Capital Days,20,33,48
ROCE %,,15%,18%
