Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,122,76,54,74,40,44,69,71,67,46,49,49
Inventory Days,880,659,438,247,289,411,2112,2885,,3694,,249
Days Payable,200,144,128,125,202,151,693,640,,1237,,114
Cash Conversion Cycle,801,591,364,195,126,305,1488,2316,67,2502,49,184
Working Capital Days,235,172,39,20,13,22,97,223,118,77,57,141
ROCE %,,4%,4%,4%,4%,7%,1%,4%,4%,5%,7%,6%
