Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019
Debtor Days,44,59,39,72,69,70,56
Inventory Days,,,,,,,
Days Payable,,,,,,,
Cash Conversion Cycle,44,59,39,72,69,70,56
Working Capital Days,-52,-35,-40,8,-23,-12,-8
ROCE %,,14%,14%,13%,15%,13%,16%
